sigma_test,replica,v_score_standard,v_score_posenc
0.1958974358974359,1,0.00018773158872084018,0.0002575609729419619
0.1958974358974359,2,0.00019226152191100947,0.00024091839393570918
0.1958974358974359,3,0.0001787142957348738,0.0001526038405475211
0.1958974358974359,4,0.00021685215487727514,0.00018845525615962742
0.1958974358974359,5,0.00011504518322098136,0.00010846510749596762
0.1958974358974359,6,0.00017077396322140662,0.0001986796874895682
0.1958974358974359,7,0.00018121726165113485,0.00019789745958769174
0.1958974358974359,8,0.00017688184753148774,0.00015663708160794295
0.1958974358974359,9,0.00038709655580560593,0.0003997727729114983
0.20333333333333334,0,0.0006019094794397644,0.0007312255867065705
0.20333333333333334,1,0.0003037815062623649,0.00036355918491237296
0.20333333333333334,2,0.0003284282563577098,0.00033377321405819136
0.20333333333333334,3,0.0004930259820657312,0.0004983178042176378
0.20333333333333334,4,0.00013698414885091409,0.00012675579953328766
0.20333333333333334,5,0.000347208517090509,0.00038425042064681045
0.20333333333333334,6,0.0023332523189256928,0.0015682212865585508
0.20333333333333334,7,0.00010662486515766399,0.00011777225564875962
0.20333333333333334,8,0.00010430295995880108,0.00011772763524187521
0.20333333333333334,9,0.00047947051425804117,0.000519577808262964
0.21076923076923076,0,0.00031738647876767455,0.00033589803557462295
0.21076923076923076,1,0.00034633131321293385,0.0005688626727510241
0.21076923076923076,2,0.0001916979744900253,0.0002904599863935333
0.21076923076923076,3,0.00031885982445160264,0.00032462878318647746
0.21076923076923076,4,0.0005398429463940369,0.0006790439444738342
0.21076923076923076,5,0.00020858107680590053,0.00022554845219911054
0.21076923076923076,6,0.00027754080459615517,0.00025008078160855925
0.21076923076923076,7,0.0005153003597438858,0.0004217009014861206
0.21076923076923076,8,0.00011089819893591854,0.00014436696550103984
0.21076923076923076,9,0.000511871651084009,0.0005970031252649772
0.21820512820512822,0,0.0005768612609340614,0.0006883071895938016
0.21820512820512822,1,0.000195887238787015,0.0002476361100826473
0.21820512820512822,2,0.00027486190600037124,0.0003708762297246425
0.21820512820512822,3,0.00019351655358786448,0.00021059275399103622
