batch_config,sigma_test,replica,v_score
n=320,0.10666666666666666,9,3.438282244186165e-05
n=320,0.1141025641025641,0,3.3024117781698966e-05
n=320,0.1141025641025641,1,3.131939625773235e-05
n=320,0.1141025641025641,2,3.319705403861537e-05
n=320,0.1141025641025641,3,3.2629919366599745e-05
n=320,0.1141025641025641,4,3.078788865917172e-05
n=320,0.1141025641025641,5,3.79431437846886e-05
n=320,0.1141025641025641,6,3.035612378985063e-05
n=320,0.1141025641025641,7,3.893410323464774e-05
n=320,0.1141025641025641,8,2.8979944344063635e-05
n=320,0.1141025641025641,9,3.442961378140811e-05
n=320,0.12153846153846153,0,4.421974580505081e-05
n=320,0.12153846153846153,1,4.660250388494703e-05
n=320,0.12153846153846153,2,3.590839275506187e-05
