H,V_Score,Energy,Energy_Variance
2.6,7.428972912203185e-05,-72.06537882770667,0.3858176777696638
2.6,nan,nan,nan
2.6,nan,nan,nan
2.6,2.5368691233921852e-05,-46.24833104207996,0.05426129977999402
2.6,7.588905283704314e-05,-46.2156809382191,0.16209060566512756
2.6,0.0035382928811371027,-44.5550350566582,7.024046178134156
