h_mean,v_score
0.1,1.771558084175242e-05
0.1,9.966049587578258e-05
0.1,9.976800362830939e-05
0.1,5.159267900151996e-05
0.1,0.0001369617168323142
0.1,3.782408320155036e-05
0.1,7.971000183918707e-05
0.1,9.482844538339089e-05
0.1,2.679079527249164e-05
0.1,6.965744476697846e-05
0.1,3.211253516447817e-05
0.2,1.5405830522970738e-05
0.2,2.723158609001748e-05
0.2,2.2288716380029652e-05
0.2,0.00010552629696244904
0.2,7.314905012166496e-05
0.2,3.098800664966749e-05
0.2,2.436789920369704e-05
0.2,6.340645527379193e-05
0.2,2.8501975632956924e-05
0.2,2.4754612432632508e-05
0.2,5.563474981031463e-06
0.4,6.441522722033679e-06
0.4,6.620297438706142e-06
0.4,6.008752462017691e-05
0.4,8.036937251221279e-06
0.4,4.807320025044368e-05
0.4,7.628793326380328e-05
0.4,4.451753232777094e-06
0.4,9.165341391441259e-05
0.4,6.731629297353779e-06
0.4,1.1075953502663202e-05
0.4,2.921973008540927e-06
0.6,6.884593185471593e-05
0.6,8.844501162951827e-05
0.6,9.694834389078752e-06
0.6,2.0028768118908592e-05
0.6,6.132712400160939e-05
0.6,1.9517919309590092e-05
0.6,6.027557821362543e-05
0.6,0.00013814861299320483
0.6,6.486959538922546e-05
0.6,9.874942684761921e-05
0.6,6.749759835486405e-06
0.8,2.681348624388625e-05
0.8,0.00010962795189818587
0.8,4.2858214907106e-05
0.8,8.19182121616307e-05
0.8,4.3292079866382474e-05
0.8,6.346061582586249e-05
0.8,7.351882733119007e-05
0.8,4.236879811078679e-05
0.8,4.697974217231528e-05
0.8,5.172573078128539e-05
0.8,5.5397373655791575e-05
1.0,6.174015118807886e-05
1.0,6.670773284249896e-05
1.0,7.640495117951087e-05
1.0,6.193509576389192e-05
1.0,8.239907727703175e-05
1.0,5.906671392490084e-05
1.0,6.999595375375484e-05
1.0,8.453663750796052e-05
1.0,6.72297219065957e-05
1.0,5.5372607104657e-05
1.0,4.062092477931198e-05
1.2,4.785804188599611e-05
1.2,4.80380067321108e-05
1.2,4.095155379000859e-05
1.2,4.6820476941106653e-05
1.2,4.5549321712418e-05
1.2,5.0111254927787974e-05
1.2,4.250661188416747e-05
1.2,4.429577898007773e-05
1.2,4.9020332759912806e-05
1.2,4.1692627733498665e-05
1.2,3.6949015671343e-05
2.0,6.549554892353982e-06
2.0,7.777740415784927e-06
2.0,7.906129951101546e-06
2.0,7.834644452536093e-06
2.0,7.815504155828357e-06
2.0,7.415448424207107e-06
2.0,7.776934064266626e-06
2.0,8.090740693897786e-06
2.0,8.050271880856586e-06
2.0,9.230370099829677e-06
2.0,6.753627194061832e-06
3.5,1.5794381091107571e-06
3.5,1.4090238504328422e-06
3.5,1.1961802481793908e-06
3.5,1.4620485914868054e-06
3.5,1.5539404474479931e-06
3.5,1.542158915158185e-06
3.5,1.7121790465332296e-06
3.5,1.4443401174348373e-06
3.5,1.4597560690965298e-06
3.5,1.5612855527640342e-06
3.5,1.2266875198066104e-06
5.0,8.039766059622706e-07
5.0,7.067051363664096e-07
5.0,6.895554171250087e-07
5.0,8.018942056956037e-07
5.0,7.870893127617107e-07
5.0,7.234477827395875e-07
5.0,7.536177134184058e-07
5.0,8.017818782471724e-07
5.0,8.054334589568118e-07
5.0,6.686676601566067e-07
5.0,6.512659067745173e-07
