h_mean,v_score
0.1,5.665931770069498e-05
0.1,0.0029554326228672816
0.1,0.0002714527957557244
0.1,0.00017272230705509952
0.1,3.615900331374573e-05
0.1,1.2330751351664744e-05
0.1,0.0011286125788277325
0.1,0.0009144440939254111
0.1,3.042588812185171e-05
0.1,0.00021649777479141905
0.1,0.002984676832961078
0.2,0.009435367889532269
0.2,0.0024894892117544244
0.2,0.00013553560627792253
0.2,0.000911776329427371
0.2,2.5788055501545398e-05
0.2,0.002840932649881698
0.2,1.993004806819669e-05
0.2,3.817128955909433e-05
0.2,0.0021920204589197024
0.2,2.2219684951429155e-05
0.2,0.0018058688352021932
0.4,0.0005630692594367242
0.4,0.0077318101854872276
0.4,1.8773999017602877e-05
0.4,0.00578251828239827
0.4,0.0024468979046471796
0.4,0.0014207668538001037
0.4,0.01823541031041319
0.4,0.007760154794200125
0.4,0.004205937022469772
0.4,6.040202741236524e-06
0.4,0.0009520792633326359
0.6,4.864907229547745e-06
0.6,4.9740641425688395e-06
0.6,1.446251128265003e-05
0.6,0.0002042772971881095
0.6,8.744035076251256e-05
0.6,5.387475243871014e-05
0.6,5.6856121054937734e-05
0.6,0.00014384626698226336
0.6,2.7904073834614095e-06
0.6,3.6184866908698715e-05
0.6,5.752388285588815e-05
0.8,0.00010877148833555528
0.8,4.2073105695380394e-05
0.8,3.4405098017628255e-05
0.8,8.036910057108552e-05
0.8,4.598356841378825e-05
0.8,4.6603079800230904e-05
0.8,6.378392365097397e-05
0.8,2.7082768293775092e-05
0.8,4.15002352828663e-05
0.8,4.33503916476723e-05
0.8,3.379362666222094e-05
1.0,6.530152774240646e-05
1.0,6.925752363182208e-05
1.0,7.47379252515998e-05
1.0,6.550159193410551e-05
1.0,6.0609037510703475e-05
1.0,4.6831788970495556e-05
1.0,6.392171495469752e-05
1.0,4.951970026082805e-05
1.0,6.0475481925505185e-05
1.0,7.017661852816475e-05
1.0,8.034272151946274e-05
1.2,5.400605504281347e-05
1.2,5.036147572574821e-05
1.2,5.414502174661545e-05
1.2,5.335575793031648e-05
1.2,4.9721778181064184e-05
1.2,6.083753718759982e-05
1.2,5.288717018870719e-05
1.2,5.7978049265159267e-05
1.2,4.981557687130739e-05
1.2,5.091345528720437e-05
1.2,4.472032866668106e-05
2.0,6.3476797934441435e-06
2.0,5.7169073413723156e-06
2.0,6.3983897836571454e-06
2.0,5.982396998415965e-06
2.0,6.310802689620066e-06
2.0,5.475078975485027e-06
2.0,5.195584982972462e-06
2.0,5.651464268545046e-06
2.0,5.889317579232351e-06
2.0,5.434457560890432e-06
2.0,5.34268353545737e-06
3.5,1.1189185273785021e-06
3.5,1.1028116290504042e-06
3.5,1.133680772009131e-06
3.5,1.0613970411925019e-06
3.5,1.0756074697945135e-06
3.5,1.206782906847791e-06
3.5,1.0504609650407003e-06
3.5,1.2605676690912568e-06
3.5,1.1134144151783103e-06
3.5,1.0771902909337341e-06
3.5,1.0587027517134692e-06
5.0,6.979232347141234e-07
5.0,6.908379598158998e-07
5.0,7.592127880250665e-07
5.0,7.062336389504405e-07
5.0,7.399857725203192e-07
5.0,7.585820088648469e-07
5.0,6.941974925950374e-07
5.0,7.279746110587473e-07
5.0,7.309498717943155e-07
5.0,6.893367195543017e-07
5.0,6.863263454249476e-07
