H,Magnetization,Magnetization_Error,Magnetization_Sq,Magnetization_Sq_Error,V_Score,Energy,Energy_Variance
0.0,-0.04666666666666668,0.057672125624725123,1.0,nan,0.0,-18.0,0.0
0.44,0.09481481481481484,0.05714401543668965,0.9894650205761317,0.0021484266830863576,1.101881791257161e-05,-18.194087272070497,0.003647502124265816
0.88,-0.06407407407407409,0.05645170637968237,0.9630452674897122,0.0043200051139753405,0.0001538877706126469,-18.7533272384308,0.05412037185854111
1.32,0.0412962962962963,0.05502189259592657,0.9169547325102881,0.006889727944077377,0.000901354941886054,-19.759659552508722,0.35192876019502434
1.76,-0.04296296296296297,0.05331680127860761,0.8670781893004117,0.00787242547381711,0.002276070780239104,-21.32300333576245,1.034862174265457
2.2,-0.004814814814814817,0.04449678502383859,0.6568724279835391,0.013600881359746653,0.002637189833631258,-23.657517640511536,1.4759775033164337
2.31,-0.011481481481481487,0.04208766190779802,0.6017283950617284,0.01457183690530345,0.0014227313558381495,-24.35254040596484,0.8437454586651205
2.42,0.004999999999999994,0.040336619428764924,0.5690534979423869,0.01397295919474494,0.0012263667760176356,-25.042278932126177,0.7690739010358224
2.53,0.010185185185185191,0.037246130458218805,0.50880658436214,0.01356117545163073,0.00188371740694426,-25.733033890798005,1.2473770085734457
2.64,0.011666666666666669,0.03450401559103986,0.46106995884773677,0.01396681062831735,0.001712586617994576,-26.492852294418032,1.2020152635409798
2.76,0.06703703703703705,0.03175004545467658,0.41514403292181074,0.012474647810391483,0.0012206757137579783,-27.386300776141436,0.9155183453631968
2.87,0.0005555555555555551,0.029860770885228042,0.3796707818930042,0.012081798989958389,0.0009129263566234537,-28.179186937182035,0.7249243065464224
2.98,0.0007407407407407396,0.02824541349724844,0.3537448559670782,0.011580977121433935,0.0007879512067525095,-29.05159595689619,0.6650270581144615
2.99,0.002777777777777771,0.028575130198191957,0.3558847736625515,0.011346014604065419,0.0006787647050567543,-29.122696119128356,0.5756816794222671
3.01,-0.016111111111111114,0.02837250378788266,0.34946502057613177,0.012019827778691641,0.0006459999859822216,-29.25556157416837,0.5529035604332455
3.03,-0.03240740740740741,0.027740046390624534,0.3450205761316873,0.011382685301687186,0.0005526104912095249,-29.42286223156083,0.4783975668711814
3.04,0.003518518518518518,0.028021031604185818,0.34707818930041157,0.0117623612315317,0.0006171429628795014,-29.490644516068365,0.5367280708680813
3.05,0.04555555555555556,0.027243176616423337,0.33884773662551443,0.011504994336894694,0.0005507642994760624,-29.570924522381976,0.4816101011202586
3.07,-0.02425925925925927,0.02724035467326361,0.3362962962962963,0.011258489132086043,0.0005274450186300537,-29.737571100734982,0.46643183239990815
3.09,-0.04944444444444446,0.02734688638195179,0.33843621399176954,0.011472314191066821,0.00047833430224530747,-29.908433762238566,0.427876926208441
3.2,0.03518518518518519,0.025307211642809916,0.3096296296296297,0.01110151086554317,0.0004918957502651041,-30.7409242993581,0.46484366151423445
3.2,0.03518518518518519,0.025307211642809916,0.3096296296296297,0.01110151086554317,0.0004918957502651041,-30.7409242993581,0.46484366151423445
3.9,0.04666666666666667,0.019302231261883764,0.22716049382716053,0.00899005078166707,0.00011605246183890304,-36.544900435825305,0.15499151509875128
4.6,-0.0125925925925926,0.017185930166909058,0.19226337448559674,0.007507033137232627,5.510376550391429e-05,-42.56966918693681,0.0998577618397444
5.3,0.0033333333333333322,0.01594413257319632,0.1804115226337449,0.007233807863121374,3.265537301928878e-05,-48.683068401824215,0.07739457779220398
6.0,0.0005555555555555565,0.014956464026853305,0.1637037037037037,0.006465977930599058,2.8368517032497416e-05,-54.84731965507637,0.08533898068376329
