h_mean,v_score
0.1,0.9123943634980574
0.1,1.3403451055202944
0.1,1.2523798590339617
0.1,0.8391878166921237
0.1,1.2132672851009247
0.1,0.9381691494055718
0.1,1.458211427292298
0.1,1.102769966890743
0.1,1.0728097134994323
0.1,1.173161649907891
0.1,0.9619383419057786
0.2,0.7590861072663128
0.2,0.7150001855121109
0.2,0.770612745357621
0.2,0.5259982514605285
0.2,0.6024838098071256
0.2,0.659008770506307
0.2,0.486899229041193
0.2,0.545591530271227
0.2,0.7380364219164037
0.2,0.5346892909313276
0.2,0.6894115234074968
0.4,0.2825517443404881
0.4,0.14990785735435433
0.4,0.2114374774239289
0.4,0.3190266052950303
0.4,0.205976610566804
0.4,0.17553344583426886
0.4,0.2767943202433038
0.4,0.23595944176726646
0.4,0.16999387767971783
0.4,0.30574901834750956
0.4,0.1762546281870309
0.6,0.1590342933122365
0.6,0.19482732654106782
0.6,0.1327251143890913
0.6,0.1416534236281474
0.6,0.16253950596258146
0.6,0.17266227202195428
0.6,0.16781189642958563
0.6,0.1193992476677562
0.6,0.16037208701240513
0.6,0.16511892192465927
0.6,0.16310501904851002
0.8,0.08869148660221875
0.8,0.07752389110029606
0.8,0.07216498888950265
0.8,0.0718483478079346
0.8,0.08767777027687228
0.8,0.08636817519501792
0.8,0.07250080280647596
0.8,0.0741237108234723
0.8,0.07497968311081551
0.8,0.07493990378791103
0.8,0.0793514843523327
1.0,0.04395134963041151
1.0,0.04241974061842242
1.0,0.04288981045648963
1.0,0.043347296314641695
1.0,0.0511114060637337
1.0,0.03921082646840113
1.0,0.04116758087412514
1.0,0.041893332913311654
1.0,0.04004901234529027
1.0,0.044127121775488005
1.0,0.045308248124118204
1.2,0.025974452660604674
1.2,0.023924763500231653
1.2,0.02657238535699105
1.2,0.026714093037364342
1.2,0.027714932218982077
1.2,0.02469432776091128
1.2,0.027181837030909067
1.2,0.026567730055526286
1.2,0.022916148329168943
1.2,0.027054046287341312
1.2,0.02589918893462992
2.0,0.006533607693577713
2.0,0.005693861897972762
2.0,0.00643573587711575
2.0,0.006659912394961251
2.0,0.0060662184498323475
2.0,0.006195583954075352
2.0,0.006742443903317787
2.0,0.006150736564027083
2.0,0.006704230186082658
2.0,0.005771280104278614
2.0,0.006285169634014854
3.5,0.0029951461771242386
3.5,0.003025871526717688
3.5,0.002938289373822171
3.5,0.002886897116980342
3.5,0.003050039667516503
3.5,0.0029727714532813156
3.5,0.003033647208513343
3.5,0.0029609193700355614
3.5,0.002767778529933896
3.5,0.0030565915178923718
3.5,0.002925087439128531
5.0,0.003554956536626401
5.0,0.003730431526975838
5.0,0.0034985874312848954
5.0,0.0030339027078420664
5.0,0.0038112106190379387
5.0,0.0034671721543922383
5.0,0.003104400082628
5.0,0.003442083834481027
5.0,0.0029305432722292243
5.0,0.003802393926791987
5.0,0.0034529021320339115
