h_mean,v_score,r_hat
0.1,26.035624573969216,1.4008874554786315
0.1,3.4231577513180693,1.4039068513620956
0.1,1.0281566285414891,1.405018665291706
0.1,99.91270429544974,1.3974568087626174
0.1,150.8592321372074,1.398265804237304
0.1,3.2209815038057124,1.4032317755895645
0.1,296.2825684659739,1.3987191123875466
0.1,10.91479874026696,1.402563812775187
0.1,5.29021784573722,1.402754637360759
0.1,29.899817018080686,1.4022306452397937
0.1,2.223958248748624,1.403743744581945
0.4,1.2623364900304825e-05,1.00248360026223
0.4,0.00020698921439955497,1.0035609438690214
0.4,3.821637706803103e-05,1.056609570038513
0.4,4.580746289261496e-05,1.1252004811621532
0.4,3.301948699621706e-05,1.0818097731810317
0.4,9.693514261467666e-06,1.013451306209327
0.4,2.566449896677217e-05,1.036427553512286
0.4,4.8977184282900724e-06,1.0115729887278564
0.4,1.3804862362418923e-05,1.0231205594327182
0.4,0.00013961665528034798,1.2563955969297982
0.4,3.991664265001507e-05,1.0861910392964107
0.8,2.3012991933114437e-06,1.0172505463503754
0.8,1.5558372673945502e-06,1.0108504109085796
0.8,1.8912251980467187e-06,1.0150251261853405
0.8,1.3923902691780108e-05,1.016866225825525
0.8,1.9856825425787525e-06,1.0132504724998403
0.8,1.6700772700425606e-05,1.0343182466730276
0.8,1.5304685687837697e-06,1.013378095491906
0.8,1.2105791960080879e-05,1.0798177755444274
0.8,1.4612391512737696e-06,1.0178646851890112
0.8,8.765320994735283e-06,1.1204353451071074
0.8,1.0762083628656734e-06,1.0414697867954565
0.9,1.7072124921965495e-06,1.0306184722351015
0.9,7.363264875007914e-06,1.022085481813522
0.9,6.811153475714672e-06,1.0729772545472416
0.9,3.210271072992632e-06,1.0247197981159053
0.9,2.1970826261949776e-06,1.0387378797307336
0.9,1.5611161817609593e-06,1.0083663964701164
0.9,6.2081512055563855e-06,1.0527768721343644
0.9,6.1140761691471685e-06,1.0496078354895704
0.9,5.618343480993301e-06,1.133634916871691
0.9,2.066619747425502e-06,1.0093298148695846
0.9,8.327652239272398e-06,1.03194753006307
0.95,5.916412900466075e-06,1.0162771503459953
0.95,5.4021202637835095e-06,1.0498359681470204
0.95,4.599770615930786e-06,1.0073929017251542
0.95,3.1000476439288217e-06,1.031209168382404
0.95,4.469329354255791e-06,1.0105403503467978
0.95,4.609630554890342e-06,1.0083416766723958
0.95,4.309727570419125e-06,1.023431870291313
0.95,5.300471911603922e-06,1.0414033311490294
0.95,2.861749268848417e-06,1.0322880979430875
0.95,8.839038581452696e-06,1.0366625831431242
0.95,3.855079661246808e-06,1.010407230313515
1.0,6.535957510592084e-06,1.0243198031525167
1.0,5.751623380705017e-06,1.0165477802434149
1.0,8.50757594936911e-06,1.0232461156200794
1.0,4.4830076507316515e-06,1.0177542810236413
1.0,3.938526733627785e-06,1.0110641069401354
1.0,4.428769761148872e-06,1.0096296337893031
1.0,4.062991156598341e-06,1.0110648700536309
1.0,3.603031849761846e-06,1.0116703448107645
1.0,5.538079597423955e-06,1.0432906788679102
1.0,3.979147260517076e-06,1.033112887446696
1.0,2.2824539397881807e-06,1.0288478373893004
1.05,7.425145606003524e-06,1.0082328205140554
1.05,3.8356061622128605e-06,1.0130716158818065
1.05,6.193857405501759e-06,1.0192325701336244
1.05,5.945366035385071e-06,1.0103155068214849
1.05,7.209322447675428e-06,1.0187465713799584
1.05,5.706586207061979e-06,1.0130708307724605
1.05,6.988296893144281e-06,1.0179421044993167
1.05,7.189877341641519e-06,1.0176046903376543
1.05,6.604398952247215e-06,1.0262007024350208
1.05,6.7325548417148515e-06,1.0433320099248287
1.05,3.854197479673866e-06,1.0408630442121531
1.2,5.521805965703722e-06,1.0084247554864474
1.2,3.9128247058338135e-06,1.0099318781155153
1.2,4.905662537243059e-06,1.010953266256834
1.2,5.224292160333105e-06,1.021804156749042
1.2,5.993463290951296e-06,1.0056137951473774
1.2,5.175695433441479e-06,1.0113254164464025
1.2,4.946825944653358e-06,1.0061192184448766
1.2,4.694097801768632e-06,1.0131185779355398
1.2,4.473990531601396e-06,1.0069343246107325
1.2,4.210822047241865e-06,1.0182299713638625
1.2,2.992320193210636e-06,1.0075022189057985
2.5,4.7268297944933137e-07,1.0077769026870802
2.5,5.004479763645947e-07,1.006099008469325
2.5,4.6694115870824357e-07,1.0064381563394564
2.5,4.114375951866109e-07,1.0048536712529328
2.5,4.925403371686534e-07,1.0120800385756898
2.5,4.80954693803144e-07,1.0101309779943308
2.5,5.171735735284615e-07,1.0114337726357403
2.5,4.073534598618529e-07,1.0088525520128615
2.5,4.5468192671147977e-07,1.0054570891608192
2.5,5.471176369082231e-07,1.010526295034772
2.5,2.6215666476251736e-07,1.005120063723307
4.0,1.8995833874430815e-07,1.006214536978588
4.0,2.190881032678536e-07,1.0034134994500434
4.0,2.2750262117662463e-07,1.0169587060066603
4.0,1.903841253276136e-07,1.004936696752321
4.0,1.6407967129622843e-07,1.009276283562565
4.0,1.6641062344686965e-07,1.0090925910502249
4.0,1.832151064363008e-07,1.009860205568832
4.0,2.194558095624561e-07,1.006843398405448
4.0,1.8757389542628267e-07,1.0090371305786165
4.0,1.8052532365572832e-07,1.0075092614254875
4.0,1.1903588129876729e-07,1.0124402734131068
