h_mean,v_score
0.1,0.0007684225028567941
0.1,0.00043025856754744213
0.1,0.0470550665905989
0.1,0.012561848148512038
0.1,0.00028547606265523555
0.1,0.005119389093876735
1.0,0.00017621493080800698
1.0,0.00017135685856487767
1.0,0.0003548360956628828
1.0,0.0009158680847979049
1.0,0.0016839617108612402
1.0,0.00044454185194292177
2.0,3.1833793803911836e-05
2.0,4.653865855324443e-05
2.0,3.528548682456009e-05
2.0,3.84383870830027e-05
2.0,2.9004122358586352e-05
2.0,3.0197385316543984e-05
2.5,1.020802257243252e-05
2.5,8.992311799267762e-06
2.5,1.4188360475294835e-05
2.5,1.1741981038697029e-05
2.5,9.902444749058619e-06
2.5,7.1287819352520334e-06
2.8,5.887190842738983e-06
2.8,6.516772816338581e-06
2.8,4.613510816185014e-06
2.8,5.275610834287706e-06
2.8,5.543428205959552e-06
2.8,3.595437463993832e-06
3.0,4.340048404145352e-06
3.0,4.395434151473744e-06
3.0,5.117240612428757e-06
3.0,5.987487495036987e-06
3.0,4.760852191330862e-06
3.0,2.7592689350267888e-06
3.2,3.2053973337985617e-06
3.2,4.16876940239062e-06
3.2,3.3595152612358453e-06
3.2,3.3115916063208498e-06
3.2,4.077673132183196e-06
3.2,2.1935180483730546e-06
3.5,2.6258985841016174e-06
3.5,2.2319883569243913e-06
3.5,2.2779878728380464e-06
3.5,2.2163234637356294e-06
3.5,2.468074174015543e-06
3.5,1.5614762337541324e-06
4.5,1.2364626387741103e-06
4.5,1.3393210063183078e-06
4.5,1.3542571835521133e-06
4.5,1.5197918548839716e-06
4.5,1.010549834373193e-06
4.5,8.660712483218479e-07
6.0,9.721726887238104e-07
6.0,1.2313317301256274e-06
6.0,9.951795013225468e-07
6.0,1.0783542736689544e-06
6.0,1.2370591965515465e-06
6.0,8.473878564340634e-07
