H,Magnetization,Magnetization_Error,Magnetization_Sq,Magnetization_Sq_Error,V_Score,Energy,Energy_Variance
0.0,0.06666666666666667,0.05760658398584765,1.0,2.558246236443636e-16,1.9633871418834075e-29,-72.0,1.0178198943523584e-25
0.44,-0.040138888888881966,0.05738442957857944,0.9896887860082239,0.0012339820837334785,2.9587380387762547e-06,-72.86757985499338,0.015709964598451493
0.88,0.019907407407407637,0.0563345399360231,0.9532767489711933,0.0026435852162683513,2.802215979359154e-05,-75.4920574288331,0.15969971036342234
1.32,0.12074074074073907,0.054156215093815435,0.8964197530864185,0.0037241046215291756,5.937010086725004e-05,-79.86723955672063,0.37870857182294654
1.76,0.0015740740740737933,0.0519112619856417,0.8121090534979423,0.00492656240695264,0.00014416240199531503,-86.12935385541864,1.0694349868939708
2.2,-0.012685185185186364,0.04764223494229893,0.6871244855967077,0.0062191745988798425,0.00023562247576256184,-94.19697324899191,2.090694666649646
2.31,0.10671296296296272,0.045930147390984534,0.6513245884773655,0.006528648697213632,0.0002914974280835585,-96.48870991151917,2.7138617926984425
2.42,0.6348611111111109,0.025561919245920873,0.607445987654321,0.0069789969977730616,0.0003279257791760782,-98.91280430975323,3.2083414994497654
2.53,0.2043518518518516,0.041501404428062424,0.5683333333333331,0.0077677460236238215,0.0003843436936818845,-101.4717630948641,3.9574020313673195
2.64,0.06037037037037055,0.040681036499594,0.514789094650206,0.008050097478502787,0.0004945160833490374,-104.19847424780733,5.369120368689752
2.76,0.6498148148148148,0.006716689046789158,0.44920267489711946,0.008114891552124167,0.00034284497357772205,-107.53863664857013,3.964850709566313
2.87,0.5841203703703701,0.00765613046737218,0.3746784979423866,0.008061001969818649,0.0003892171936108007,-110.54057511683462,4.755930028886316
2.98,0.10967592592592595,0.02771396206120406,0.27315072016460906,0.008575895508280936,0.0007727202381851163,-113.70688139522863,9.990696907824523
2.99,0.013009259259259234,0.027009903490118153,0.25209104938271615,0.008945980455600298,0.0008182737247138689,-113.89701677165615,10.615080793496997
3.01,0.00791666666666681,0.025547147452696598,0.23055298353909476,0.008165033297444486,0.0008731605434793891,-114.48752898377096,11.444859524308443
3.03,-0.3182870370370371,0.018290196437503094,0.22981224279835388,0.008022781489591572,0.0007666100787755903,-115.1802917923489,10.17023231674884
3.04,-0.08416666666666658,0.02398786737513639,0.21436728395061727,0.008178311190408575,0.0008581486803837322,-115.38544093476357,11.425219883480935
3.05,0.07939814814814798,0.023194533001728388,0.20461162551440332,0.008078629448431098,0.0008767331650907002,-115.91114818591504,11.779255745890115
3.07,-0.06898148148148155,0.023113755314269846,0.20085905349794234,0.007819334677684132,0.0008348505292569988,-116.33325242253234,11.29838754085321
3.09,-0.008750000000000004,0.020941587571637832,0.16551697530864198,0.007277624528668092,0.0008836409921918876,-117.03795951232055,12.104011779359203
3.2,0.021111111111111098,0.018815493754154314,0.14338477366255145,0.006443133269740286,0.0008715666141660986,-120.77159174933317,12.712476600547959
3.2,0.021111111111111098,0.018815493754154314,0.14338477366255145,0.006443133269740286,0.0008715666141660986,-120.77159174933317,12.712476600547959
3.9,0.011527777777777781,0.010506743254052816,0.0636445473251029,0.0028605227939591553,0.000619734894608113,-144.50819846682052,12.941687947952051
4.6,0.0013425925925925947,0.007966756830220249,0.04763117283950617,0.0020894481876904316,0.0004340634540253311,-168.91920917377357,12.385436042979189
5.3,-0.0018981481481481512,0.0070646080054839345,0.03903034979423868,0.0015750843100077279,0.0003247810899639646,-193.80931044945058,12.199443156029673
6.0,0.0017592592592592595,0.006939069936716908,0.03725308641975309,0.0016224643534339662,0.00025676714871713537,-218.31706496723817,12.238123362756058
