H,Magnetization,Magnetization_Error,Magnetization_Sq,Magnetization_Sq_Error,V_Score,Energy,Energy_Variance
0,0.02010416666666667,0.057717436543839415,0.9998046875000001,0.0001949867074462492,5.206162063786903e-05,-15.996666666666668,0.01332222222222222
0.2,0.13885416666666667,0.05693335268415866,0.9920442708333334,0.0016126183369202616,1.968924359660811e-05,-16.158132768454596,0.005140571176573468
0.4,0.015833333333333335,0.056462271797848115,0.9584375,0.004063065866038949,5.6100183396007685e-06,-16.64693044697495,0.001554649927724569
0.6,0.09364583333333334,0.0543992399540749,0.9012890625000001,0.005994861945948094,5.0502698986442666e-05,-17.47270871723296,0.015418249259372296
0.8,0.04541666666666667,0.049325347162338204,0.748984375,0.012682597264884136,8.006863274798413e-05,-18.666477749661286,0.02789890554197245
0.9,0.03125,0.04353169742332082,0.5988802083333333,0.015187129300626653,5.250344102583916e-05,-19.452079454745775,0.019866430270511187
0.95,0.03145833333333334,0.04126551510969563,0.544921875,0.015663315651355893,3.366571406907059e-05,-19.905765160678257,0.013339685259830663
1.0,-0.037812500000000006,0.03758060925318106,0.4698307291666667,0.015550418992670907,2.152887307148063e-05,-20.39909190786107,0.008958658187004595
1.05,-0.030937500000000003,0.03431892048056566,0.4081901041666667,0.01448081172193969,1.4321362806966621e-05,-20.932662380364302,0.006275282543798457
1.1,0.029791666666666668,0.032594238815091006,0.37723958333333335,0.013920211046225914,9.406105402802227e-06,-21.502736249035518,0.004349079003083359
1.2,0.008020833333333335,0.026131353200341895,0.2643359375,0.01192445563587345,4.897731448526834e-06,-22.717995333038843,0.0025277550125618353
1.4,0.0027083333333333334,0.02015396107445732,0.18567708333333335,0.00822494892352288,3.0630772473701806e-06,-25.363922676100643,0.0019705651161298137
1.6,0.018229166666666668,0.016024380793130222,0.14022135416666667,0.00596450531053131,2.026214842536621e-06,-28.16831341201213,0.001607708029491469
1.8,0.0171875,0.01479982536144149,0.12657552083333334,0.0055497504019401955,1.513183505150307e-06,-31.067901658227846,0.0014605466806771323
2.0,0.004166666666666667,0.012698368132982314,0.11231770833333334,0.004971499219407623,1.5695593894364917e-06,-34.0319493066407,0.0018178222070564182
2.3,-0.0017708333333333335,0.012412032773926216,0.10420572916666668,0.004848676451837063,1.3374831482245124e-06,-38.56040126399863,0.0019887097728127105
2.6,0.013020833333333334,0.010642814246289302,0.0894921875,0.003981279647666189,1.0669507372761457e-06,-43.151613016973414,0.001986728110034773
3.0,-0.015312500000000001,0.010670333232131143,0.0913671875,0.003367877493190078,9.079182483284417e-07,-49.34132920802616,0.002210387595454647
3.5,-0.0078125,0.010036959693843219,0.08365885416666667,0.003138234688281167,7.50589257014181e-07,-57.151365532997424,0.002451633614279596
4.0,0.005833333333333334,0.010186811212797908,0.08255208333333335,0.003027691418955101,5.029654055387087e-07,-65.00367785932765,0.002125269323885553
4.5,-0.005833333333333334,0.009833436322436193,0.07973958333333334,0.0032228271384264844,3.500126186788271e-07,-72.89028420842713,0.0018596147791538392
5.0,0.004583333333333333,0.008707452773130401,0.07364583333333334,0.0031366846077370216,2.5297546117765466e-07,-80.80128441621196,0.0016516382232868469
