h_mean,v_score
0.1,0.04872432457547404
0.1,0.16979350013988043
0.1,0.054284723044818385
0.1,0.06351463117101364
0.1,0.066011643634916
0.1,0.11618549577433512
0.1,0.09398111179832258
0.1,0.04910779998262944
0.1,0.04343713735542414
0.1,0.8404429394625237
0.1,0.9340631722697412
0.2,1.5503521157020774
0.2,6.32349876830411
0.2,0.38611596625093136
0.2,1.390081889906743
0.2,5.808966674065743
0.2,1.9674256368830316
0.2,1.219650196740728
0.2,1.3689487952382784
0.2,4.233333291766218
0.2,2.21746079252835
0.2,0.09944261530306456
0.4,9.991017499430987
0.4,12.736770051155123
0.4,26.41355974056422
0.4,4.008934069602509
0.4,2.10097628525878
0.4,7.975564791718084
0.4,0.48471529766296356
0.4,2.8436752128264025
0.4,2.3151129265911075
0.4,0.8805911111661547
0.4,9.907979290620492
0.6,0.0405619680868877
0.6,0.004237399844627286
0.6,0.0010759386149544045
0.6,0.05700489466574255
0.6,0.012659143591513152
0.6,0.016450633980327395
0.6,0.0009700652429134504
0.6,0.016423805735914763
0.6,0.03348861900716798
0.6,0.016667775813972052
0.6,0.04664731658995624
0.8,0.00021543398123118575
0.8,0.00018726601738694622
0.8,0.00019858990664475815
0.8,0.00010106099990522897
0.8,0.00022692706486554558
0.8,0.0002259044944866827
0.8,0.00024099906925284636
0.8,0.00028274073486699155
0.8,0.00021662676790890298
0.8,8.576639215735736e-05
0.8,0.00011560358233630297
1.0,5.169625864938085e-05
1.0,7.788158333470715e-05
1.0,6.10699734234548e-05
1.0,6.0161126463545706e-05
1.0,8.214269582123795e-05
1.0,5.011611621175796e-05
1.0,6.730584247479447e-05
1.0,6.575949714117536e-05
1.0,6.542147582394666e-05
1.0,6.93296688531563e-05
1.0,4.559208323854495e-05
1.2,6.915519403502649e-05
1.2,6.345742604812054e-05
1.2,6.216327028157656e-05
1.2,6.389332063114927e-05
1.2,7.018503040438792e-05
1.2,6.301601980607831e-05
1.2,6.968389076129547e-05
1.2,6.871668589506967e-05
1.2,6.690848446649568e-05
1.2,6.250526241480206e-05
1.2,5.7759954478572534e-05
2.0,5.092813283180545e-06
2.0,4.786128017589945e-06
2.0,4.8570764789675175e-06
2.0,4.510726532871834e-06
2.0,5.71456200763011e-06
2.0,5.121900025639963e-06
2.0,4.522106666850848e-06
2.0,4.9007837534360445e-06
2.0,5.1797497094437186e-06
2.0,5.141047196167957e-06
2.0,4.209842306841497e-06
3.5,1.0315372466195925e-06
3.5,1.0150024405518665e-06
3.5,1.1220215123758424e-06
3.5,1.0575378329440276e-06
3.5,1.030086904144047e-06
3.5,1.1613086234014621e-06
3.5,1.0605460314909876e-06
3.5,1.1690344747063544e-06
3.5,1.0505231295783694e-06
3.5,1.0886079086224207e-06
3.5,1.1010151035292018e-06
5.0,8.958272276256732e-07
5.0,9.164469289161074e-07
5.0,9.983265422989319e-07
5.0,9.940373320489393e-07
5.0,9.31960545100002e-07
5.0,9.551572123600832e-07
5.0,9.363954693588363e-07
5.0,9.89005850266774e-07
5.0,9.142943214851607e-07
5.0,9.995289251024702e-07
5.0,8.598476962999709e-07
