patch_size_b,L_eff,sigma_test,replica,v_score
4,16,0.09923076923076922,9,8.520704857884975e-06
4,16,0.10666666666666666,0,8.69547359927794e-06
4,16,0.10666666666666666,1,9.292396564238013e-06
4,16,0.10666666666666666,2,1.0494015118811844e-05
4,16,0.10666666666666666,3,8.535873539473345e-06
4,16,0.10666666666666666,4,9.99725790105089e-06
4,16,0.10666666666666666,5,9.328216540097549e-06
4,16,0.10666666666666666,6,8.470162501145309e-06
4,16,0.10666666666666666,7,6.813410798585543e-06
4,16,0.10666666666666666,8,1.198736359133848e-05
4,16,0.10666666666666666,9,1.0402777026335403e-05
4,16,0.1141025641025641,0,8.323103389808172e-06
4,16,0.1141025641025641,1,6.938291833044979e-06
4,16,0.1141025641025641,2,1.1549460169163558e-05
4,16,0.1141025641025641,3,1.1337510042403554e-05
4,16,0.1141025641025641,4,9.864348959343149e-06
4,16,0.1141025641025641,5,9.316664951203148e-06
4,16,0.1141025641025641,6,8.489613372965821e-06
4,16,0.1141025641025641,7,9.73021314036992e-06
4,16,0.1141025641025641,8,9.91416973127259e-06
4,16,0.1141025641025641,9,1.1102782471383819e-05
4,16,0.12153846153846153,0,8.47485509723356e-06
4,16,0.12153846153846153,1,1.2118968319288634e-05
4,16,0.12153846153846153,2,9.372206812230802e-06
4,16,0.12153846153846153,3,1.0787127936322408e-05
4,16,0.12153846153846153,4,1.1023474062335373e-05
4,16,0.12153846153846153,5,1.9602307503065823e-05
4,16,0.12153846153846153,6,1.1018899373656992e-05
4,16,0.12153846153846153,7,1.7435801279230604e-05
4,16,0.12153846153846153,8,1.2289103677023816e-05
4,16,0.12153846153846153,9,8.42515258349478e-06
4,16,0.12897435897435897,0,1.4240500656990284e-05
4,16,0.12897435897435897,1,1.194647630535751e-05
4,16,0.12897435897435897,2,1.7782465123708968e-05
4,16,0.12897435897435897,3,1.2963557283466435e-05
4,16,0.12897435897435897,4,1.3496844595471976e-05
4,16,0.12897435897435897,5,1.4558393987097912e-05
4,16,0.12897435897435897,6,1.358686213435095e-05
4,16,0.12897435897435897,7,1.6693260946812414e-05
4,16,0.12897435897435897,8,1.0550886990653622e-05
4,16,0.12897435897435897,9,1.0756189933142732e-05
4,16,0.13641025641025642,0,9.105140385794085e-06
4,16,0.13641025641025642,1,1.4537815404909312e-05
4,16,0.13641025641025642,2,1.7630153910557776e-05
4,16,0.13641025641025642,3,2.1023018986713896e-05
4,16,0.13641025641025642,4,1.1400134172809903e-05
4,16,0.13641025641025642,5,1.182634082017123e-05
4,16,0.13641025641025642,6,1.1988992256314199e-05
4,16,0.13641025641025642,7,1.3011215515501088e-05
4,16,0.13641025641025642,8,1.3021889394584218e-05
4,16,0.13641025641025642,9,1.4554384852179516e-05
4,16,0.14384615384615385,0,2.8053727599145024e-05
4,16,0.14384615384615385,1,1.3185129009034602e-05
4,16,0.14384615384615385,2,1.3363487289534496e-05
4,16,0.14384615384615385,3,2.1064834245913504e-05
4,16,0.14384615384615385,4,1.3840190117991479e-05
4,16,0.14384615384615385,5,1.664197820161133e-05
4,16,0.14384615384615385,6,1.3390913101599508e-05
4,16,0.14384615384615385,7,1.3647459718638516e-05
4,16,0.14384615384615385,8,1.293829506201089e-05
4,16,0.14384615384615385,9,1.4428324524700403e-05
4,16,0.1512820512820513,0,1.6755094250518233e-05
4,16,0.1512820512820513,1,1.843162594848217e-05
4,16,0.1512820512820513,2,1.4685166297960265e-05
4,16,0.1512820512820513,3,1.460248070665882e-05
4,16,0.1512820512820513,4,1.801655760323124e-05
4,16,0.1512820512820513,5,1.7167752223490325e-05
4,16,0.1512820512820513,6,2.006617381113115e-05
4,16,0.1512820512820513,7,1.3388917343709263e-05
4,16,0.1512820512820513,8,2.4745319728263082e-05
4,16,0.1512820512820513,9,1.6885244192026444e-05
4,16,0.15871794871794873,0,2.2148961285095285e-05
4,16,0.15871794871794873,1,1.6328163088281897e-05
4,16,0.15871794871794873,2,1.4436416572646304e-05
4,16,0.15871794871794873,3,1.592452715414081e-05
4,16,0.15871794871794873,4,2.7374125404655097e-05
4,16,0.15871794871794873,5,1.687785714064202e-05
4,16,0.15871794871794873,6,2.0703371894721105e-05
4,16,0.15871794871794873,7,2.238512378331524e-05
4,16,0.15871794871794873,8,2.566850386433539e-05
4,16,0.15871794871794873,9,1.0573627808972623e-05
4,16,0.16615384615384615,0,2.3031585230774076e-05
4,16,0.16615384615384615,1,2.115554331325917e-05
4,16,0.16615384615384615,2,1.431328656822789e-05
4,16,0.16615384615384615,3,1.7298346504144987e-05
4,16,0.16615384615384615,4,1.926531000337326e-05
4,16,0.16615384615384615,5,1.8623716076415755e-05
4,16,0.16615384615384615,6,1.5713295100858358e-05
4,16,0.16615384615384615,7,2.5110939406353723e-05
4,16,0.16615384615384615,8,2.9725819821444297e-05
4,16,0.16615384615384615,9,1.2374914778794762e-05
4,16,0.1735897435897436,0,2.1621930610873744e-05
4,16,0.1735897435897436,1,1.5043031419383813e-05
4,16,0.1735897435897436,2,2.5390009762140358e-05
4,16,0.1735897435897436,3,1.531628076778835e-05
4,16,0.1735897435897436,4,1.7231197754201233e-05
4,16,0.1735897435897436,5,2.5199967500717617e-05
4,16,0.1735897435897436,6,1.799272906662269e-05
4,16,0.1735897435897436,7,3.437995600586557e-05
4,16,0.1735897435897436,8,1.8958076379419808e-05
4,16,0.1735897435897436,9,1.5391207871984344e-05
4,16,0.18102564102564103,0,2.742327450221389e-05
4,16,0.18102564102564103,1,2.2311697419168088e-05
4,16,0.18102564102564103,2,2.8929628929761068e-05
4,16,0.18102564102564103,3,1.698184772855375e-05
4,16,0.18102564102564103,4,1.9938571592687618e-05
4,16,0.18102564102564103,5,2.9421179270415487e-05
4,16,0.18102564102564103,6,2.6004458798040135e-05
4,16,0.18102564102564103,7,1.7014789944631968e-05
4,16,0.18102564102564103,8,2.850968940920708e-05
4,16,0.18102564102564103,9,1.776077999269682e-05
4,16,0.18846153846153846,0,2.3749872203791642e-05
4,16,0.18846153846153846,1,2.6578825705994178e-05
4,16,0.18846153846153846,2,2.1833609916901583e-05
4,16,0.18846153846153846,3,4.465545740154331e-05
4,16,0.18846153846153846,4,2.8313220455196265e-05
4,16,0.18846153846153846,5,1.6718717441774485e-05
4,16,0.18846153846153846,6,2.2461991955847663e-05
4,16,0.18846153846153846,7,2.499521313776509e-05
4,16,0.18846153846153846,8,2.547968694505486e-05
4,16,0.18846153846153846,9,2.4718215452911923e-05
4,16,0.1958974358974359,0,2.6318306458718785e-05
4,16,0.1958974358974359,1,2.252917624634097e-05
4,16,0.1958974358974359,2,1.4706717251148185e-05
4,16,0.1958974358974359,3,2.407290870195142e-05
4,16,0.1958974358974359,4,2.023151949352775e-05
4,16,0.1958974358974359,5,2.7083327382308537e-05
4,16,0.1958974358974359,6,1.857062908718614e-05
4,16,0.1958974358974359,7,3.6581587691982184e-05
4,16,0.1958974358974359,8,3.581589117257673e-05
4,16,0.1958974358974359,9,2.37133253880134e-05
4,16,0.20333333333333334,0,2.544900771414003e-05
4,16,0.20333333333333334,1,2.7471356695938247e-05
4,16,0.20333333333333334,2,3.5421501642456915e-05
4,16,0.20333333333333334,3,4.2994476166567746e-05
4,16,0.20333333333333334,4,2.3830842546865017e-05
4,16,0.20333333333333334,5,1.2295786001997156e-05
4,16,0.20333333333333334,6,2.524345555785802e-05
4,16,0.20333333333333334,7,2.9015589958630084e-05
4,16,0.20333333333333334,8,2.197340417939689e-05
4,16,0.20333333333333334,9,5.456109624188376e-05
4,16,0.21076923076923076,0,2.2315955759714555e-05
4,16,0.21076923076923076,1,2.5403057597482248e-05
4,16,0.21076923076923076,2,1.8023377485814305e-05
4,16,0.21076923076923076,3,2.7365318518177667e-05
4,16,0.21076923076923076,4,2.463955729912793e-05
4,16,0.21076923076923076,5,2.7760686527006222e-05
4,16,0.21076923076923076,6,2.3566042121037643e-05
4,16,0.21076923076923076,7,2.4355756450205338e-05
4,16,0.21076923076923076,8,2.7579953993070357e-05
4,16,0.21076923076923076,9,2.410742735217704e-05
4,16,0.21820512820512822,0,3.617300823172081e-05
4,16,0.21820512820512822,1,3.8819954141793415e-05
4,16,0.21820512820512822,2,3.491507487952338e-05
4,16,0.21820512820512822,3,3.173563469427719e-05
4,16,0.21820512820512822,4,2.9532404296957296e-05
4,16,0.21820512820512822,5,2.4329123868184248e-05
4,16,0.21820512820512822,6,3.691816460788437e-05
4,16,0.21820512820512822,7,2.00134063407639e-05
4,16,0.21820512820512822,8,2.9883357549381238e-05
4,16,0.21820512820512822,9,2.438056862422103e-05
4,16,0.22564102564102564,0,2.4972989742475735e-05
4,16,0.22564102564102564,1,3.773939883297456e-05
4,16,0.22564102564102564,2,3.168885457136599e-05
4,16,0.22564102564102564,3,3.438051609180886e-05
4,16,0.22564102564102564,4,3.414434651195127e-05
4,16,0.22564102564102564,5,3.2934078949786684e-05
4,16,0.22564102564102564,6,3.445915827433359e-05
4,16,0.22564102564102564,7,3.6507227654856475e-05
4,16,0.22564102564102564,8,3.4588466169022866e-05
4,16,0.22564102564102564,9,3.171576094829826e-05
4,16,0.23307692307692307,0,3.066532624785671e-05
4,16,0.23307692307692307,1,3.717720062276162e-05
4,16,0.23307692307692307,2,4.5819249358269096e-05
4,16,0.23307692307692307,3,5.431666447870477e-05
4,16,0.23307692307692307,4,3.750304557090011e-05
4,16,0.23307692307692307,5,4.2222704478385685e-05
4,16,0.23307692307692307,6,4.108340219752589e-05
4,16,0.23307692307692307,7,3.5369278448270226e-05
4,16,0.23307692307692307,8,3.3400615963305364e-05
4,16,0.23307692307692307,9,3.370079913146813e-05
4,16,0.24051282051282052,0,4.602691005013669e-05
4,16,0.24051282051282052,1,4.00462471889112e-05
4,16,0.24051282051282052,2,4.36765754346171e-05
4,16,0.24051282051282052,3,5.298926267130579e-05
4,16,0.24051282051282052,4,6.241644773247082e-05
4,16,0.24051282051282052,5,3.240569936403257e-05
4,16,0.24051282051282052,6,3.744848813481778e-05
4,16,0.24051282051282052,7,2.9245202119868502e-05
4,16,0.24051282051282052,8,3.247261638528313e-05
4,16,0.24051282051282052,9,3.522734978925733e-05
4,16,0.24794871794871795,0,3.824474050584009e-05
4,16,0.24794871794871795,1,5.373845208301102e-05
4,16,0.24794871794871795,2,7.390122765728419e-05
4,16,0.24794871794871795,3,3.372990774921492e-05
4,16,0.24794871794871795,4,4.381743996003801e-05
4,16,0.24794871794871795,5,4.8959640732762416e-05
4,16,0.24794871794871795,6,2.6720217443651347e-05
4,16,0.24794871794871795,7,6.68416126779735e-05
4,16,0.24794871794871795,8,2.9875469843933238e-05
4,16,0.24794871794871795,9,3.3201847129262635e-05
4,16,0.2553846153846154,0,2.4699554913866138e-05
4,16,0.2553846153846154,1,5.6028318885916675e-05
4,16,0.2553846153846154,2,2.799744644262595e-05
4,16,0.2553846153846154,3,4.621042099195427e-05
4,16,0.2553846153846154,4,3.175669123379739e-05
4,16,0.2553846153846154,5,3.17393887526473e-05
4,16,0.2553846153846154,6,6.872168056772327e-05
4,16,0.2553846153846154,7,4.415270771605985e-05
4,16,0.2553846153846154,8,3.178141686990387e-05
4,16,0.2553846153846154,9,7.268299875363643e-05
4,16,0.26282051282051283,0,4.5564218681588204e-05
4,16,0.26282051282051283,1,4.7331260761190626e-05
4,16,0.26282051282051283,2,2.465065330293608e-05
4,16,0.26282051282051283,3,3.736168866094806e-05
4,16,0.26282051282051283,4,3.458683117261715e-05
4,16,0.26282051282051283,5,5.1857908790555764e-05
4,16,0.26282051282051283,6,5.71031063980258e-05
4,16,0.26282051282051283,7,3.727788219921953e-05
4,16,0.26282051282051283,8,4.962270447325342e-05
4,16,0.26282051282051283,9,3.5672025221061134e-05
4,16,0.2702564102564103,0,4.954001627184092e-05
4,16,0.2702564102564103,1,3.496945806531504e-05
4,16,0.2702564102564103,2,7.639791714321864e-05
4,16,0.2702564102564103,3,7.111949732009517e-05
4,16,0.2702564102564103,4,3.8097721410308015e-05
4,16,0.2702564102564103,5,5.34352367786133e-05
4,16,0.2702564102564103,6,5.279911459913494e-05
4,16,0.2702564102564103,7,4.3135205781387e-05
4,16,0.2702564102564103,8,5.284930314904424e-05
4,16,0.2702564102564103,9,7.181335940372131e-05
4,16,0.2776923076923077,0,4.118571626831779e-05
4,16,0.2776923076923077,1,5.7492081849473255e-05
4,16,0.2776923076923077,2,4.954976722634134e-05
4,16,0.2776923076923077,3,6.337480315965283e-05
4,16,0.2776923076923077,4,9.153804618245774e-05
4,16,0.2776923076923077,5,5.23682463653966e-05
4,16,0.2776923076923077,6,4.694335324555104e-05
4,16,0.2776923076923077,7,3.9265745828112734e-05
4,16,0.2776923076923077,8,5.5476900244263794e-05
4,16,0.2776923076923077,9,4.692569769918477e-05
4,16,0.28512820512820514,0,2.4089286677437417e-05
4,16,0.28512820512820514,1,5.368605109339873e-05
4,16,0.28512820512820514,2,4.909897178306119e-05
4,16,0.28512820512820514,3,6.0830024230170284e-05
4,16,0.28512820512820514,4,3.582724258925264e-05
4,16,0.28512820512820514,5,4.1936229960542585e-05
4,16,0.28512820512820514,6,2.69760328958968e-05
4,16,0.28512820512820514,7,3.7128224858142286e-05
4,16,0.28512820512820514,8,6.260258973093244e-05
4,16,0.28512820512820514,9,4.12781565465845e-05
4,16,0.2925641025641026,0,4.755353896529839e-05
4,16,0.2925641025641026,1,5.161823953080903e-05
4,16,0.2925641025641026,2,3.772646957452229e-05
4,16,0.2925641025641026,3,3.1413133157898254e-05
4,16,0.2925641025641026,4,7.660118377000274e-05
4,16,0.2925641025641026,5,7.350146682139752e-05
4,16,0.2925641025641026,6,6.529134655719431e-05
4,16,0.2925641025641026,7,4.932851168630864e-05
4,16,0.2925641025641026,8,6.671648271452093e-05
4,16,0.2925641025641026,9,3.531296583858989e-05
4,16,0.3,0,4.441040327999043e-05
4,16,0.3,1,0.00010004940874480346
4,16,0.3,2,4.282962866930411e-05
4,16,0.3,3,5.2996278638118274e-05
4,16,0.3,4,6.256998581706522e-05
4,16,0.3,5,4.924818515897813e-05
4,16,0.3,6,3.758046949377489e-05
4,16,0.3,7,6.693957977151498e-05
4,16,0.3,8,2.8646790747002304e-05
4,16,0.3,9,5.385750928815976e-05
8,8,0.01,0,2.847158067386072e-06
8,8,0.01,1,3.055812213628556e-06
8,8,0.01,2,3.0929222060185965e-06
8,8,0.01,3,3.1074112165979965e-06
8,8,0.01,4,3.017773450245651e-06
8,8,0.01,5,2.880111687439651e-06
8,8,0.01,6,3.1519741506746144e-06
8,8,0.01,7,2.9568755553668038e-06
8,8,0.01,8,2.9612697468816407e-06
8,8,0.01,9,2.8886929648710796e-06
8,8,0.017435897435897435,0,3.246510087858599e-06
8,8,0.017435897435897435,1,3.2023112280971105e-06
8,8,0.017435897435897435,2,3.0928445452799202e-06
8,8,0.017435897435897435,3,3.203729319317622e-06
8,8,0.017435897435897435,4,2.959514026516288e-06
8,8,0.017435897435897435,5,3.031614597195664e-06
8,8,0.017435897435897435,6,2.9526540727666876e-06
8,8,0.017435897435897435,7,2.966782420154461e-06
8,8,0.017435897435897435,8,3.2055026130948593e-06
8,8,0.017435897435897435,9,3.1399827402702828e-06
8,8,0.02487179487179487,0,3.618290137367956e-06
8,8,0.02487179487179487,1,3.4725131537264836e-06
8,8,0.02487179487179487,2,3.6141876754512504e-06
8,8,0.02487179487179487,3,3.2154583131056117e-06
8,8,0.02487179487179487,4,3.4263749850060217e-06
8,8,0.02487179487179487,5,3.6613369642031683e-06
8,8,0.02487179487179487,6,3.269605058521625e-06
8,8,0.02487179487179487,7,3.4411299712901142e-06
8,8,0.02487179487179487,8,3.068809424465649e-06
8,8,0.02487179487179487,9,3.454884315612916e-06
8,8,0.03230769230769231,0,3.7297256165186415e-06
8,8,0.03230769230769231,1,4.080271951819162e-06
8,8,0.03230769230769231,2,4.008319490981902e-06
8,8,0.03230769230769231,3,3.509720225012437e-06
8,8,0.03230769230769231,4,3.690684990257867e-06
8,8,0.03230769230769231,5,3.9013288628123886e-06
8,8,0.03230769230769231,6,3.724421579478501e-06
8,8,0.03230769230769231,7,3.7456158648244885e-06
8,8,0.03230769230769231,8,3.3092623888316463e-06
8,8,0.03230769230769231,9,3.4015637520088756e-06
8,8,0.03974358974358974,0,3.7982155757049734e-06
8,8,0.03974358974358974,1,4.038216089323513e-06
8,8,0.03974358974358974,2,4.183854446855232e-06
8,8,0.03974358974358974,3,4.212465348407978e-06
8,8,0.03974358974358974,4,4.0559836555270174e-06
8,8,0.03974358974358974,5,3.926439176286394e-06
8,8,0.03974358974358974,6,4.410925255968864e-06
8,8,0.03974358974358974,7,4.443813281499589e-06
8,8,0.03974358974358974,8,3.999612618555443e-06
8,8,0.03974358974358974,9,4.672350100436478e-06
8,8,0.04717948717948718,0,5.576981336458603e-06
8,8,0.04717948717948718,1,4.542250268144894e-06
8,8,0.04717948717948718,2,4.256786098826898e-06
8,8,0.04717948717948718,3,3.9504098963195845e-06
8,8,0.04717948717948718,4,4.231792779252856e-06
8,8,0.04717948717948718,5,5.6972773131356505e-06
8,8,0.04717948717948718,6,5.626122097616425e-06
8,8,0.04717948717948718,7,4.608421129804245e-06
8,8,0.04717948717948718,8,5.935733267743484e-06
8,8,0.04717948717948718,9,4.528927837031784e-06
8,8,0.054615384615384614,0,5.320372621700253e-06
8,8,0.054615384615384614,1,5.576608738255126e-06
8,8,0.054615384615384614,2,4.848647624980777e-06
8,8,0.054615384615384614,3,4.510490872709448e-06
8,8,0.054615384615384614,4,5.375785045745437e-06
8,8,0.054615384615384614,5,6.199694600180447e-06
8,8,0.054615384615384614,6,5.434282238964051e-06
8,8,0.054615384615384614,7,6.21640490613823e-06
8,8,0.054615384615384614,8,5.2116419532497056e-06
8,8,0.054615384615384614,9,5.1119511370776005e-06
8,8,0.062051282051282054,0,6.496892994899337e-06
8,8,0.062051282051282054,1,6.669362087712117e-06
8,8,0.062051282051282054,2,4.926098232778771e-06
8,8,0.062051282051282054,3,5.901378892053015e-06
8,8,0.062051282051282054,4,5.545159007886786e-06
8,8,0.062051282051282054,5,5.2920503615466805e-06
8,8,0.062051282051282054,6,6.075347887152456e-06
8,8,0.062051282051282054,7,5.995911017101825e-06
8,8,0.062051282051282054,8,6.3740162071832745e-06
8,8,0.062051282051282054,9,6.53306915921133e-06
8,8,0.06948717948717949,0,6.171131263956277e-06
8,8,0.06948717948717949,1,7.125708391055812e-06
8,8,0.06948717948717949,2,6.455696122862639e-06
8,8,0.06948717948717949,3,6.1268333331856875e-06
8,8,0.06948717948717949,4,8.38849854201992e-06
8,8,0.06948717948717949,5,8.174214754835226e-06
8,8,0.06948717948717949,6,6.99233693793435e-06
8,8,0.06948717948717949,7,7.094067094352158e-06
8,8,0.06948717948717949,8,6.644872121454552e-06
8,8,0.06948717948717949,9,5.64601501131384e-06
8,8,0.07692307692307691,0,8.12998027609381e-06
8,8,0.07692307692307691,1,8.698898643878068e-06
8,8,0.07692307692307691,2,7.571461751458861e-06
8,8,0.07692307692307691,3,6.558484109721832e-06
8,8,0.07692307692307691,4,8.83002336919899e-06
8,8,0.07692307692307691,5,7.157102097654277e-06
8,8,0.07692307692307691,6,7.0323572491338465e-06
8,8,0.07692307692307691,7,9.484175086729555e-06
8,8,0.07692307692307691,8,7.634652287852035e-06
8,8,0.07692307692307691,9,8.740192931759447e-06
8,8,0.08435897435897435,0,7.216971163840435e-06
8,8,0.08435897435897435,1,9.312553217001653e-06
8,8,0.08435897435897435,2,7.830953439116437e-06
8,8,0.08435897435897435,3,6.44143026214407e-06
8,8,0.08435897435897435,4,7.735909204893886e-06
8,8,0.08435897435897435,5,7.258379831619993e-06
8,8,0.08435897435897435,6,1.0216587202608727e-05
8,8,0.08435897435897435,7,7.876961232072873e-06
8,8,0.08435897435897435,8,7.29721505212095e-06
8,8,0.08435897435897435,9,8.087142097890104e-06
8,8,0.0917948717948718,0,9.165432581852283e-06
8,8,0.0917948717948718,1,1.0704490325682166e-05
8,8,0.0917948717948718,2,9.852530313581446e-06
8,8,0.0917948717948718,3,9.740970865275902e-06
8,8,0.0917948717948718,4,1.0442773111614847e-05
8,8,0.0917948717948718,5,8.707513902454115e-06
8,8,0.0917948717948718,6,8.67579496925887e-06
8,8,0.0917948717948718,7,1.16991677575826e-05
8,8,0.0917948717948718,8,1.1027869970708997e-05
8,8,0.0917948717948718,9,1.1237834236897015e-05
8,8,0.09923076923076922,0,1.390264210241494e-05
8,8,0.09923076923076922,1,1.1407490667963541e-05
8,8,0.09923076923076922,2,1.2077416592181006e-05
8,8,0.09923076923076922,3,1.1825683822236723e-05
8,8,0.09923076923076922,4,1.4645206262825858e-05
8,8,0.09923076923076922,5,1.0538797491564217e-05
8,8,0.09923076923076922,6,1.1561939783394976e-05
8,8,0.09923076923076922,7,1.0006676769174358e-05
8,8,0.09923076923076922,8,1.0480172444012733e-05
8,8,0.09923076923076922,9,1.4588216470306927e-05
8,8,0.10666666666666666,0,1.1236350932806505e-05
8,8,0.10666666666666666,1,1.2420338761830876e-05
8,8,0.10666666666666666,2,1.2022499909785582e-05
8,8,0.10666666666666666,3,1.1624041447873714e-05
8,8,0.10666666666666666,4,1.243423779557767e-05
8,8,0.10666666666666666,5,1.205965427144007e-05
8,8,0.10666666666666666,6,1.0493846497820855e-05
8,8,0.10666666666666666,7,9.680211998384825e-06
8,8,0.10666666666666666,8,1.4965883804575958e-05
8,8,0.10666666666666666,9,1.4225466163020608e-05
8,8,0.1141025641025641,0,1.1596558196083697e-05
8,8,0.1141025641025641,1,1.1161059631789063e-05
8,8,0.1141025641025641,2,1.3349564508524192e-05
8,8,0.1141025641025641,3,1.5797732659314248e-05
8,8,0.1141025641025641,4,1.2716909801057764e-05
8,8,0.1141025641025641,5,1.2232491925773852e-05
8,8,0.1141025641025641,6,1.1097508745248815e-05
8,8,0.1141025641025641,7,1.4860661739276943e-05
8,8,0.1141025641025641,8,1.357435368445295e-05
8,8,0.1141025641025641,9,1.4817752210015149e-05
8,8,0.12153846153846153,0,1.1860736168815728e-05
8,8,0.12153846153846153,1,1.8677432112098982e-05
8,8,0.12153846153846153,2,1.5075741508108766e-05
8,8,0.12153846153846153,3,1.476722076268359e-05
8,8,0.12153846153846153,4,1.3053407400233307e-05
8,8,0.12153846153846153,5,2.4090011561888875e-05
8,8,0.12153846153846153,6,1.3938654247202017e-05
8,8,0.12153846153846153,7,1.8707870921726788e-05
8,8,0.12153846153846153,8,1.6747577442662487e-05
8,8,0.12153846153846153,9,1.249773095142297e-05
8,8,0.12897435897435897,0,2.1055460543096617e-05
8,8,0.12897435897435897,1,1.5548081937781807e-05
8,8,0.12897435897435897,2,2.241281945425202e-05
8,8,0.12897435897435897,3,1.8111817213283653e-05
8,8,0.12897435897435897,4,1.772862276570167e-05
8,8,0.12897435897435897,5,1.8008507897545487e-05
8,8,0.12897435897435897,6,1.6440918592278416e-05
8,8,0.12897435897435897,7,1.930562547840695e-05
8,8,0.12897435897435897,8,1.5402741103726116e-05
8,8,0.12897435897435897,9,1.910866496961917e-05
8,8,0.13641025641025642,0,1.3630540635113598e-05
8,8,0.13641025641025642,1,1.5551783079771014e-05
8,8,0.13641025641025642,2,2.0942582333003454e-05
8,8,0.13641025641025642,3,3.204415060479482e-05
8,8,0.13641025641025642,4,1.7063601302709843e-05
8,8,0.13641025641025642,5,2.1109124201858556e-05
8,8,0.13641025641025642,6,1.5857678144993008e-05
8,8,0.13641025641025642,7,1.638118452010413e-05
8,8,0.13641025641025642,8,1.7860762232642278e-05
8,8,0.13641025641025642,9,1.5882987675544054e-05
8,8,0.14384615384615385,0,3.5878955456208e-05
8,8,0.14384615384615385,1,2.349108841976091e-05
8,8,0.14384615384615385,2,1.9421054396318456e-05
8,8,0.14384615384615385,3,2.597268327739724e-05
8,8,0.14384615384615385,4,2.141781048136224e-05
8,8,0.14384615384615385,5,2.3827640175658345e-05
8,8,0.14384615384615385,6,2.3380254289137456e-05
8,8,0.14384615384615385,7,1.6059765489160652e-05
8,8,0.14384615384615385,8,1.6664147666278787e-05
8,8,0.14384615384615385,9,1.6277954020739822e-05
8,8,0.1512820512820513,0,2.7065451482378456e-05
8,8,0.1512820512820513,1,2.6040274706250194e-05
8,8,0.1512820512820513,2,2.254445580848224e-05
8,8,0.1512820512820513,3,1.8183078437961318e-05
8,8,0.1512820512820513,4,2.116926974686239e-05
8,8,0.1512820512820513,5,2.6310241574350575e-05
8,8,0.1512820512820513,6,2.7341222992177517e-05
8,8,0.1512820512820513,7,1.879298560195608e-05
8,8,0.1512820512820513,8,2.915911056952571e-05
8,8,0.1512820512820513,9,2.2634149095178766e-05
8,8,0.15871794871794873,0,2.5653060530265465e-05
8,8,0.15871794871794873,1,2.2162751814693216e-05
8,8,0.15871794871794873,2,2.8315503352982832e-05
8,8,0.15871794871794873,3,2.2644664575413474e-05
8,8,0.15871794871794873,4,2.84000611381826e-05
8,8,0.15871794871794873,5,2.3162612244475095e-05
8,8,0.15871794871794873,6,2.172625255451601e-05
8,8,0.15871794871794873,7,3.118292876726764e-05
8,8,0.15871794871794873,8,4.0678385090631894e-05
8,8,0.15871794871794873,9,1.587463011373426e-05
8,8,0.16615384615384615,0,2.5114663488491657e-05
8,8,0.16615384615384615,1,3.0663624000730435e-05
8,8,0.16615384615384615,2,2.204835337184469e-05
8,8,0.16615384615384615,3,2.4094379376358033e-05
8,8,0.16615384615384615,4,2.529779488212345e-05
8,8,0.16615384615384615,5,2.3956724194766024e-05
8,8,0.16615384615384615,6,2.02334168452636e-05
8,8,0.16615384615384615,7,3.0339953896585878e-05
8,8,0.16615384615384615,8,3.0130678519594668e-05
8,8,0.16615384615384615,9,1.6798641566499197e-05
8,8,0.1735897435897436,0,3.2173219588277735e-05
8,8,0.1735897435897436,1,2.4851424118464903e-05
8,8,0.1735897435897436,2,4.028420641810823e-05
8,8,0.1735897435897436,3,2.344815950242301e-05
8,8,0.1735897435897436,4,1.9805173393365564e-05
8,8,0.1735897435897436,5,4.0723840636592207e-05
8,8,0.1735897435897436,6,2.4117600621898638e-05
8,8,0.1735897435897436,7,3.444023565078999e-05
8,8,0.1735897435897436,8,2.3787814370902166e-05
8,8,0.1735897435897436,9,2.20393779654282e-05
8,8,0.18102564102564103,0,3.72673009059476e-05
8,8,0.18102564102564103,1,2.8891177357990397e-05
8,8,0.18102564102564103,2,3.424327191686043e-05
8,8,0.18102564102564103,3,2.411119037516173e-05
8,8,0.18102564102564103,4,3.222580432395041e-05
8,8,0.18102564102564103,5,3.0225220471046824e-05
8,8,0.18102564102564103,6,3.3156385187063254e-05
8,8,0.18102564102564103,7,2.338982921984442e-05
8,8,0.18102564102564103,8,3.077990300483032e-05
8,8,0.18102564102564103,9,2.3277972961222428e-05
8,8,0.18846153846153846,0,2.9230224321006756e-05
8,8,0.18846153846153846,1,4.117684126055664e-05
8,8,0.18846153846153846,2,3.290417715334945e-05
8,8,0.18846153846153846,3,5.113514769818448e-05
8,8,0.18846153846153846,4,3.8601930429490146e-05
8,8,0.18846153846153846,5,2.7501360714318834e-05
8,8,0.18846153846153846,6,2.7956334674398598e-05
8,8,0.18846153846153846,7,4.304233602664778e-05
8,8,0.18846153846153846,8,3.61621474035114e-05
8,8,0.18846153846153846,9,3.391673679336119e-05
8,8,0.1958974358974359,0,3.407362977289954e-05
8,8,0.1958974358974359,1,2.9400698334556888e-05
8,8,0.1958974358974359,2,2.355971093654308e-05
8,8,0.1958974358974359,3,3.126756793086515e-05
8,8,0.1958974358974359,4,2.891807937983894e-05
8,8,0.1958974358974359,5,3.920400147630312e-05
8,8,0.1958974358974359,6,2.438908448810404e-05
8,8,0.1958974358974359,7,4.396382994759862e-05
8,8,0.1958974358974359,8,4.670137842946648e-05
8,8,0.1958974358974359,9,3.769980051934339e-05
