patch_size_b,L_eff,sigma_test,replica,v_score
2,32,0.2553846153846154,1,0.0001180690270416607
2,32,0.2553846153846154,2,0.00012720605102869908
2,32,0.2553846153846154,3,0.00011317234702692305
2,32,0.2553846153846154,4,9.274608453548442e-05
2,32,0.2553846153846154,5,9.954536766067144e-05
2,32,0.2553846153846154,6,0.00014963639001217086
2,32,0.2553846153846154,7,0.00011886421872423139
2,32,0.2553846153846154,8,9.941335610023577e-05
2,32,0.2553846153846154,9,0.00013996106794260315
2,32,0.26282051282051283,0,0.00012460796488007687
2,32,0.26282051282051283,1,0.00010731050959770251
2,32,0.26282051282051283,2,9.563914035368599e-05
2,32,0.26282051282051283,3,9.55479842775839e-05
2,32,0.26282051282051283,4,0.00010370447503571558
2,32,0.26282051282051283,5,0.00014182731437266356
2,32,0.26282051282051283,6,0.00014860426089771347
2,32,0.26282051282051283,7,0.00010749233582144892
2,32,0.26282051282051283,8,0.00010594366945663153
2,32,0.26282051282051283,9,0.00010638735463154473
2,32,0.2702564102564103,0,0.00013105755675372715
2,32,0.2702564102564103,1,0.00012381083220072632
2,32,0.2702564102564103,2,0.00018036217590029505
2,32,0.2702564102564103,3,0.00017445895502492126
2,32,0.2702564102564103,4,0.0001352946433281253
2,32,0.2702564102564103,5,0.00011004868702106875
2,32,0.2702564102564103,6,0.00014997064921445273
2,32,0.2702564102564103,7,0.00011756668375495529
2,32,0.2702564102564103,8,0.0001565019694054025
2,32,0.2702564102564103,9,0.0001540878926026942
2,32,0.2776923076923077,0,0.00011376206291304364
2,32,0.2776923076923077,1,0.00015475202099307823
2,32,0.2776923076923077,2,0.00016350059153700234
2,32,0.2776923076923077,3,0.00015858522113822512
2,32,0.2776923076923077,4,0.0002013433410318806
2,32,0.2776923076923077,5,0.00011067604458983033
2,32,0.2776923076923077,6,0.00015124663912110354
2,32,0.2776923076923077,7,0.00012388295441815664
2,32,0.2776923076923077,8,0.00011269678617254199
2,32,0.2776923076923077,9,0.00015040355961591612
2,32,0.28512820512820514,0,9.356126636213327e-05
2,32,0.28512820512820514,1,0.00010869376039086274
2,32,0.28512820512820514,2,0.00011973807694834113
2,32,0.28512820512820514,3,0.00014786569280974415
2,32,0.28512820512820514,4,0.00010676188353324867
2,32,0.28512820512820514,5,0.0001158118356655747
2,32,0.28512820512820514,6,9.826753586495138e-05
2,32,0.28512820512820514,7,0.00010876133777075124
2,32,0.28512820512820514,8,0.00016173299466221963
2,32,0.28512820512820514,9,0.00011898851899184849
2,32,0.2925641025641026,0,0.0001129590440613474
2,32,0.2925641025641026,1,0.00012636584094656035
2,32,0.2925641025641026,2,0.00012269668504610021
2,32,0.2925641025641026,3,0.00010718302417607631
2,32,0.2925641025641026,4,0.00013781600765998796
2,32,0.2925641025641026,5,0.00016667439468157744
2,32,0.2925641025641026,6,0.00017298097794384262
2,32,0.2925641025641026,7,0.00013956125508647155
2,32,0.2925641025641026,8,0.00016347348247859725
2,32,0.2925641025641026,9,0.00012008415946761203
2,32,0.3,0,0.00012638900017895033
2,32,0.3,1,0.0002043108013596276
2,32,0.3,2,0.00012319174247117382
2,32,0.3,3,0.00015234494820676634
2,32,0.3,4,0.00012979826595648075
2,32,0.3,5,0.00014149452261448084
2,32,0.3,6,0.00011690186445494766
2,32,0.3,7,0.00014171147941794386
2,32,0.3,8,0.00010874904424275864
2,32,0.3,9,0.00015495710105218423
4,16,0.01,0,2.2933211937699096e-06
4,16,0.01,1,2.1623286407442266e-06
4,16,0.01,2,2.093178380820494e-06
4,16,0.01,3,2.302394005605293e-06
4,16,0.01,4,2.371153191622788e-06
4,16,0.01,5,2.2025632925177905e-06
4,16,0.01,6,2.248014387148285e-06
4,16,0.01,7,2.3094310347522644e-06
4,16,0.01,8,2.1903558745619984e-06
4,16,0.01,9,2.2503768267475816e-06
4,16,0.017435897435897435,0,2.347004721613761e-06
4,16,0.017435897435897435,1,2.2737194667146066e-06
4,16,0.017435897435897435,2,2.547837208571934e-06
4,16,0.017435897435897435,3,2.3827750652951244e-06
4,16,0.017435897435897435,4,2.3968242384910323e-06
4,16,0.017435897435897435,5,2.5898211015289953e-06
4,16,0.017435897435897435,6,2.416148688021123e-06
4,16,0.017435897435897435,7,2.3438574039098217e-06
4,16,0.017435897435897435,8,2.5153624637719015e-06
4,16,0.017435897435897435,9,2.49457994777926e-06
4,16,0.02487179487179487,0,2.516003755907997e-06
4,16,0.02487179487179487,1,2.5199828208747804e-06
4,16,0.02487179487179487,2,2.7351368355786592e-06
4,16,0.02487179487179487,3,2.185717714358133e-06
4,16,0.02487179487179487,4,2.559735077354751e-06
4,16,0.02487179487179487,5,2.6424703952748812e-06
4,16,0.02487179487179487,6,2.7516184241600003e-06
4,16,0.02487179487179487,7,2.575190478596589e-06
4,16,0.02487179487179487,8,2.5523274877494132e-06
4,16,0.02487179487179487,9,2.6162620150267665e-06
4,16,0.03230769230769231,0,3.1369068881399967e-06
4,16,0.03230769230769231,1,3.220078164001879e-06
4,16,0.03230769230769231,2,3.0410165129319556e-06
4,16,0.03230769230769231,3,2.7432375418803103e-06
4,16,0.03230769230769231,4,3.1042071441810105e-06
4,16,0.03230769230769231,5,2.693022484013543e-06
4,16,0.03230769230769231,6,2.883072638657333e-06
4,16,0.03230769230769231,7,3.0292925831448717e-06
4,16,0.03230769230769231,8,2.53926000754504e-06
4,16,0.03230769230769231,9,3.0144541305592297e-06
4,16,0.03974358974358974,0,3.0310505909718333e-06
