b,L_eff,sigma_test,replica,v_score
2,18,0.12153846153846153,0,5.223130483952663e-05
2,18,0.12153846153846153,1,4.402323594682096e-05
2,18,0.12153846153846153,2,3.027387255159556e-05
2,18,0.12153846153846153,3,3.5031684654297744e-05
2,18,0.12153846153846153,4,2.9537297075710425e-05
2,18,0.12153846153846153,5,3.44913713903525e-05
2,18,0.12153846153846153,6,3.282656012810472e-05
2,18,0.12153846153846153,7,3.14794500643148e-05
2,18,0.12153846153846153,8,3.272691118885478e-05
2,18,0.12153846153846153,9,3.977454020964806e-05
2,18,0.12897435897435897,0,3.66099020297061e-05
2,18,0.12897435897435897,1,3.4577623119466274e-05
2,18,0.12897435897435897,2,3.985876792780551e-05
2,18,0.12897435897435897,3,3.420097764274894e-05
2,18,0.12897435897435897,4,3.3105550029370536e-05
2,18,0.12897435897435897,5,4.2710814859315504e-05
2,18,0.12897435897435897,6,2.738185833863368e-05
2,18,0.12897435897435897,7,4.4541486468883066e-05
2,18,0.12897435897435897,8,3.472079043971398e-05
2,18,0.12897435897435897,9,4.233871275276503e-05
2,18,0.13641025641025642,0,4.076369552369966e-05
2,18,0.13641025641025642,1,4.0192595639062484e-05
2,18,0.13641025641025642,2,5.310260337205949e-05
2,18,0.13641025641025642,3,4.6874967824299366e-05
2,18,0.13641025641025642,4,3.157866101517249e-05
2,18,0.13641025641025642,5,3.947789093205158e-05
2,18,0.13641025641025642,6,6.955610286917326e-05
2,18,0.13641025641025642,7,4.371858879704799e-05
2,18,0.13641025641025642,8,2.9155204913699183e-05
2,18,0.13641025641025642,9,3.493379661099045e-05
2,18,0.14384615384615385,0,4.538212605008648e-05
2,18,0.14384615384615385,1,3.1241731683803025e-05
2,18,0.14384615384615385,2,5.095586955237761e-05
2,18,0.14384615384615385,3,3.380338631522483e-05
2,18,0.14384615384615385,4,3.687624460439631e-05
2,18,0.14384615384615385,5,4.212473635311061e-05
2,18,0.14384615384615385,6,5.071856501280897e-05
2,18,0.14384615384615385,7,3.4562744093271305e-05
2,18,0.14384615384615385,8,5.389113684783971e-05
2,18,0.14384615384615385,9,3.738881877026618e-05
2,18,0.1512820512820513,0,4.8237753769053426e-05
2,18,0.1512820512820513,1,4.007364796007659e-05
2,18,0.1512820512820513,2,3.8163798208707587e-05
2,18,0.1512820512820513,3,3.928111250401258e-05
2,18,0.1512820512820513,4,4.1993715031488326e-05
2,18,0.1512820512820513,5,4.594266313701974e-05
2,18,0.1512820512820513,6,3.4827719966252425e-05
2,18,0.1512820512820513,7,3.195717362394557e-05
2,18,0.1512820512820513,8,6.569839371184671e-05
2,18,0.1512820512820513,9,5.0359139745994667e-05
2,18,0.15871794871794873,0,3.717421005646436e-05
2,18,0.15871794871794873,1,5.742905724996489e-05
2,18,0.15871794871794873,2,3.417784391579872e-05
2,18,0.15871794871794873,3,3.849539020799859e-05
2,18,0.15871794871794873,4,3.7320411973084046e-05
2,18,0.15871794871794873,5,4.45358541155867e-05
2,18,0.15871794871794873,6,3.3382961292928844e-05
2,18,0.15871794871794873,7,3.188762849549411e-05
2,18,0.15871794871794873,8,9.507028735507307e-05
2,18,0.15871794871794873,9,6.257179446107879e-05
2,18,0.16615384615384615,0,6.256113996656473e-05
2,18,0.16615384615384615,1,9.2639248696198e-05
2,18,0.16615384615384615,2,4.473539447895367e-05
2,18,0.16615384615384615,3,7.30872371732516e-05
2,18,0.16615384615384615,4,6.481680493524998e-05
2,18,0.16615384615384615,5,7.164592615153786e-05
2,18,0.16615384615384615,6,4.550542776226748e-05
2,18,0.16615384615384615,7,4.590862801997659e-05
2,18,0.16615384615384615,8,4.501838419704544e-05
2,18,0.16615384615384615,9,4.359116162481587e-05
2,18,0.1735897435897436,0,0.00010345096282629064
2,18,0.1735897435897436,1,7.006251722334203e-05
2,18,0.1735897435897436,2,9.771430521869635e-05
2,18,0.1735897435897436,3,3.645548200303297e-05
2,18,0.1735897435897436,4,5.407760087666353e-05
2,18,0.1735897435897436,5,6.489207200949792e-05
2,18,0.1735897435897436,6,4.6008749570313686e-05
2,18,0.1735897435897436,7,8.401831608996789e-05
2,18,0.1735897435897436,8,4.799338779939859e-05
2,18,0.1735897435897436,9,4.56194247561626e-05
2,18,0.18102564102564103,0,5.6402685420436716e-05
2,18,0.18102564102564103,1,4.469533258306993e-05
2,18,0.18102564102564103,2,4.361785472812587e-05
2,18,0.18102564102564103,3,4.413408564186514e-05
2,18,0.18102564102564103,4,4.353508303415432e-05
2,18,0.18102564102564103,5,7.623276846770436e-05
2,18,0.18102564102564103,6,4.635278069716283e-05
2,18,0.18102564102564103,7,6.558892741550867e-05
2,18,0.18102564102564103,8,4.620228623199052e-05
2,18,0.18102564102564103,9,7.246692412913115e-05
2,18,0.18846153846153846,0,4.9840892943705065e-05
2,18,0.18846153846153846,1,5.195696880572265e-05
2,18,0.18846153846153846,2,5.3064273071578335e-05
2,18,0.18846153846153846,3,5.403751452666292e-05
2,18,0.18846153846153846,4,7.612902501519897e-05
2,18,0.18846153846153846,5,5.427199771319922e-05
2,18,0.18846153846153846,6,7.732760489202944e-05
2,18,0.18846153846153846,7,6.491254878194604e-05
2,18,0.18846153846153846,8,8.50897365027484e-05
2,18,0.18846153846153846,9,4.760230090949582e-05
2,18,0.1958974358974359,0,4.316729509097032e-05
2,18,0.1958974358974359,1,5.7524397592710234e-05
2,18,0.1958974358974359,2,5.662161701596042e-05
2,18,0.1958974358974359,3,6.876021490396401e-05
2,18,0.1958974358974359,4,9.699896723083906e-05
2,18,0.1958974358974359,5,5.7096997980614804e-05
2,18,0.1958974358974359,6,8.382791540593361e-05
2,18,0.1958974358974359,7,5.644983134465382e-05
2,18,0.1958974358974359,8,5.8844542148505716e-05
2,18,0.1958974358974359,9,6.929826243548422e-05
2,18,0.20333333333333334,0,5.9180587054901476e-05
2,18,0.20333333333333334,1,6.227158005529777e-05
2,18,0.20333333333333334,2,5.776093482311969e-05
2,18,0.20333333333333334,3,6.110565905490212e-05
2,18,0.20333333333333334,4,5.655151198911295e-05
2,18,0.20333333333333334,5,5.70903354385654e-05
2,18,0.20333333333333334,6,5.813577375884251e-05
2,18,0.20333333333333334,7,5.1541388923666405e-05
2,18,0.20333333333333334,8,5.725532390135383e-05
2,18,0.20333333333333334,9,8.102711496044262e-05
2,18,0.21076923076923076,0,5.760043062332748e-05
2,18,0.21076923076923076,1,8.313428461760045e-05
2,18,0.21076923076923076,2,6.885449315069578e-05
2,18,0.21076923076923076,3,4.83216742137882e-05
2,18,0.21076923076923076,4,6.524890105214259e-05
2,18,0.21076923076923076,5,8.23095442911714e-05
2,18,0.21076923076923076,6,0.00010537849193412543
2,18,0.21076923076923076,7,6.143678017785214e-05
2,18,0.21076923076923076,8,0.00012003997465298935
2,18,0.21076923076923076,9,7.624037410057361e-05
2,18,0.21820512820512822,0,7.983927056164232e-05
2,18,0.21820512820512822,1,8.604541369045123e-05
2,18,0.21820512820512822,2,0.00011829156768854526
2,18,0.21820512820512822,3,6.812864002086586e-05
2,18,0.21820512820512822,4,0.00010034400885464982
2,18,0.21820512820512822,5,6.821377668321002e-05
2,18,0.21820512820512822,6,4.208571065969969e-05
2,18,0.21820512820512822,7,0.00013848062991030067
2,18,0.21820512820512822,8,0.00011346311185309064
2,18,0.21820512820512822,9,0.00012662752203038754
2,18,0.22564102564102564,0,0.00013814526756739554
2,18,0.22564102564102564,1,8.27668164585011e-05
2,18,0.22564102564102564,2,0.00010583939626047676
2,18,0.22564102564102564,3,5.9263066385276716e-05
2,18,0.22564102564102564,4,8.488617568036178e-05
2,18,0.22564102564102564,5,7.784838022899743e-05
2,18,0.22564102564102564,6,7.980073821830004e-05
2,18,0.22564102564102564,7,8.387553512973469e-05
2,18,0.22564102564102564,8,5.6387222450824146e-05
2,18,0.22564102564102564,9,9.84999897596751e-05
2,18,0.23307692307692307,0,0.00019263557741193435
2,18,0.23307692307692307,1,7.204950053993033e-05
2,18,0.23307692307692307,2,9.005001846096319e-05
2,18,0.23307692307692307,3,7.957835477088849e-05
2,18,0.23307692307692307,4,6.665891325742097e-05
2,18,0.23307692307692307,5,6.0912091476083085e-05
2,18,0.23307692307692307,6,8.718330158330116e-05
2,18,0.23307692307692307,7,0.00011268822227527944
2,18,0.23307692307692307,8,0.000304252564255573
2,18,0.23307692307692307,9,0.00015458300773648777
2,18,0.24051282051282052,0,9.310336366518417e-05
2,18,0.24051282051282052,1,7.794685420026672e-05
2,18,0.24051282051282052,2,0.00010185547364226829
2,18,0.24051282051282052,3,9.486440400821885e-05
2,18,0.24051282051282052,4,8.11324637736839e-05
2,18,0.24051282051282052,5,7.580565017862087e-05
2,18,0.24051282051282052,6,8.193289264087841e-05
2,18,0.24051282051282052,7,0.00017959008913208052
2,18,0.24051282051282052,8,5.4655327487680506e-05
2,18,0.24051282051282052,9,0.00011355263179557868
2,18,0.24794871794871795,0,0.00014801127359317172
2,18,0.24794871794871795,1,7.300198396583203e-05
2,18,0.24794871794871795,2,0.00021081298241597642
2,18,0.24794871794871795,3,0.0001714021708760793
2,18,0.24794871794871795,4,5.77391641176824e-05
2,18,0.24794871794871795,5,0.00012776836054776805
2,18,0.24794871794871795,6,0.0001822531466233334
2,18,0.24794871794871795,7,7.48008346858575e-05
2,18,0.24794871794871795,8,0.00012859063206255351
2,18,0.24794871794871795,9,0.0001071458170192541
2,18,0.2553846153846154,0,9.931783392654331e-05
2,18,0.2553846153846154,1,4.972171051435848e-05
2,18,0.2553846153846154,2,0.00010010129202040194
2,18,0.2553846153846154,3,8.155599464567855e-05
2,18,0.2553846153846154,4,0.00020504958036248524
2,18,0.2553846153846154,5,6.23659305397645e-05
2,18,0.2553846153846154,6,0.00012385379502622784
2,18,0.2553846153846154,7,0.00017025710604867914
2,18,0.2553846153846154,8,0.00012170172776115533
2,18,0.2553846153846154,9,6.650744550459019e-05
2,18,0.26282051282051283,0,9.955402631480148e-05
2,18,0.26282051282051283,1,0.00013914781512590807
2,18,0.26282051282051283,2,0.00010950471542074706
2,18,0.26282051282051283,3,6.488194623963792e-05
2,18,0.26282051282051283,4,0.00010254543125276686
2,18,0.26282051282051283,5,7.263423974525324e-05
2,18,0.26282051282051283,6,0.00010710650345926279
2,18,0.26282051282051283,7,6.6523902364977e-05
2,18,0.26282051282051283,8,0.00014096000015077873
2,18,0.26282051282051283,9,0.000154629061766264
2,18,0.2702564102564103,0,7.529648758881484e-05
2,18,0.2702564102564103,1,8.634185717372431e-05
2,18,0.2702564102564103,2,0.00026501950706466474
2,18,0.2702564102564103,3,0.00018630690578520575
2,18,0.2702564102564103,4,0.00010317677347858377
2,18,0.2702564102564103,5,8.167960696111039e-05
2,18,0.2702564102564103,6,0.00014461260281873253
2,18,0.2702564102564103,7,0.00011559846702791709
2,18,0.2702564102564103,8,9.489457096154543e-05
2,18,0.2702564102564103,9,0.0001015907293539261
2,18,0.2776923076923077,0,9.683356069461698e-05
2,18,0.2776923076923077,1,0.00010572221851157472
2,18,0.2776923076923077,2,0.0001706489733164496
2,18,0.2776923076923077,3,0.00019033645531732563
2,18,0.2776923076923077,4,7.584741227496966e-05
2,18,0.2776923076923077,5,0.00010579491467765107
2,18,0.2776923076923077,6,0.00010931130091866833
2,18,0.2776923076923077,7,8.902759469223701e-05
2,18,0.2776923076923077,8,0.00013247037397001577
2,18,0.2776923076923077,9,0.00014527083218126072
2,18,0.28512820512820514,0,0.00029243418398285933
2,18,0.28512820512820514,1,0.00015668044661954852
2,18,0.28512820512820514,2,9.252966501824602e-05
2,18,0.28512820512820514,3,8.731033279496735e-05
2,18,0.28512820512820514,4,0.00011401906630879299
2,18,0.28512820512820514,5,0.0001225643957112194
2,18,0.28512820512820514,6,0.00010363326300974898
2,18,0.28512820512820514,7,9.864577121682037e-05
2,18,0.28512820512820514,8,9.573422695317286e-05
2,18,0.28512820512820514,9,0.0001408655606344055
2,18,0.2925641025641026,0,0.00025838961127597145
2,18,0.2925641025641026,1,8.169478755824442e-05
2,18,0.2925641025641026,2,0.00019174219641398228
2,18,0.2925641025641026,3,0.00014494934367328502
2,18,0.2925641025641026,4,0.00010900640616022295
2,18,0.2925641025641026,5,0.00011782608487966786
2,18,0.2925641025641026,6,0.0002297192564189036
2,18,0.2925641025641026,7,8.197453371318419e-05
2,18,0.2925641025641026,8,0.0002291403956761183
2,18,0.2925641025641026,9,9.48373967954195e-05
2,18,0.3,0,8.949850895328376e-05
2,18,0.3,1,0.00013956444034512937
2,18,0.3,2,0.00010548182733561176
2,18,0.3,3,0.00010855408849473448
2,18,0.3,4,0.00024093513045537253
2,18,0.3,5,0.000144299483608261
2,18,0.3,6,0.00012263774192651665
2,18,0.3,7,9.514860066471341e-05
2,18,0.3,8,9.125469331661808e-05
2,18,0.3,9,0.00010768344065474897
3,12,0.01,0,1.2579508154348069e-05
3,12,0.01,1,1.2496346771968337e-05
3,12,0.01,2,1.2041562650678736e-05
3,12,0.01,3,1.228100503177483e-05
3,12,0.01,4,1.2854520926234326e-05
3,12,0.01,5,1.2016192226869525e-05
3,12,0.01,6,1.2504727937888316e-05
3,12,0.01,7,1.1773026693423754e-05
3,12,0.01,8,1.3488321491581802e-05
3,12,0.01,9,1.2600926922932235e-05
3,12,0.017435897435897435,0,1.3679640065190716e-05
3,12,0.017435897435897435,1,1.2555623526796992e-05
3,12,0.017435897435897435,2,1.3937065214618052e-05
3,12,0.017435897435897435,3,1.3521449615227775e-05
3,12,0.017435897435897435,4,1.2422580539666306e-05
3,12,0.017435897435897435,5,1.3227320119435102e-05
3,12,0.017435897435897435,6,1.2675663421116607e-05
3,12,0.017435897435897435,7,1.333398777984784e-05
3,12,0.017435897435897435,8,1.2810682061271602e-05
3,12,0.017435897435897435,9,1.2575523992940701e-05
3,12,0.02487179487179487,0,1.264951025717841e-05
3,12,0.02487179487179487,1,1.3636981010284958e-05
3,12,0.02487179487179487,2,1.3924554078296915e-05
3,12,0.02487179487179487,3,1.2998446398369041e-05
3,12,0.02487179487179487,4,1.2734360838841768e-05
3,12,0.02487179487179487,5,1.3346382387873428e-05
3,12,0.02487179487179487,6,1.3311224663161486e-05
3,12,0.02487179487179487,7,1.4421939720742117e-05
3,12,0.02487179487179487,8,1.3567391801957864e-05
3,12,0.02487179487179487,9,1.3196713027690746e-05
3,12,0.03230769230769231,0,1.488869738025838e-05
3,12,0.03230769230769231,1,1.4869307286520019e-05
3,12,0.03230769230769231,2,1.3871449327722212e-05
3,12,0.03230769230769231,3,1.5964153229889665e-05
3,12,0.03230769230769231,4,1.4322315020160761e-05
3,12,0.03230769230769231,5,1.4305443121671636e-05
3,12,0.03230769230769231,6,1.2420186207928521e-05
3,12,0.03230769230769231,7,1.4683498354217888e-05
3,12,0.03230769230769231,8,1.519489406027344e-05
3,12,0.03230769230769231,9,1.375962113523468e-05
3,12,0.03974358974358974,0,1.3805562065806577e-05
3,12,0.03974358974358974,1,1.4157532481136099e-05
3,12,0.03974358974358974,2,1.553253844180883e-05
3,12,0.03974358974358974,3,1.4127662243726639e-05
3,12,0.03974358974358974,4,1.771855289573445e-05
3,12,0.03974358974358974,5,1.3307631089823047e-05
3,12,0.03974358974358974,6,1.6137826000315443e-05
3,12,0.03974358974358974,7,1.5053324377107997e-05
3,12,0.03974358974358974,8,1.7238612165357363e-05
3,12,0.03974358974358974,9,1.622435837556322e-05
3,12,0.04717948717948718,0,1.3608693679030591e-05
3,12,0.04717948717948718,1,1.6554850875149453e-05
3,12,0.04717948717948718,2,1.6456342097551062e-05
3,12,0.04717948717948718,3,1.6368617186112415e-05
3,12,0.04717948717948718,4,1.4788881438327115e-05
3,12,0.04717948717948718,5,1.6994220263545437e-05
3,12,0.04717948717948718,6,1.4691427033155523e-05
3,12,0.04717948717948718,7,1.5187832612241492e-05
3,12,0.04717948717948718,8,1.839953941343868e-05
3,12,0.04717948717948718,9,1.4142595645732576e-05
3,12,0.054615384615384614,0,1.4982678367679185e-05
3,12,0.054615384615384614,1,1.65111438058939e-05
3,12,0.054615384615384614,2,1.580980518620631e-05
3,12,0.054615384615384614,3,1.679171080848435e-05
3,12,0.054615384615384614,4,1.531562889150808e-05
3,12,0.054615384615384614,5,1.7805846279623547e-05
3,12,0.054615384615384614,6,1.4140571119433445e-05
3,12,0.054615384615384614,7,1.7599818528878454e-05
3,12,0.054615384615384614,8,1.30104537425264e-05
3,12,0.054615384615384614,9,1.5451027031303216e-05
3,12,0.062051282051282054,0,1.8811000069343823e-05
3,12,0.062051282051282054,1,1.7979210498659514e-05
3,12,0.062051282051282054,2,2.1143249658518265e-05
3,12,0.062051282051282054,3,1.8070491094260067e-05
3,12,0.062051282051282054,4,1.8290222569819203e-05
3,12,0.062051282051282054,5,1.625532678211867e-05
3,12,0.062051282051282054,6,2.0131235832539153e-05
3,12,0.062051282051282054,7,1.6872061441061122e-05
3,12,0.062051282051282054,8,1.61750614978954e-05
3,12,0.062051282051282054,9,2.4371851094369264e-05
3,12,0.06948717948717949,0,2.1717695221139364e-05
3,12,0.06948717948717949,1,2.4837520268060346e-05
3,12,0.06948717948717949,2,1.8613623407144574e-05
3,12,0.06948717948717949,3,2.0375007219362658e-05
3,12,0.06948717948717949,4,2.298607987618474e-05
3,12,0.06948717948717949,5,2.0191082763084235e-05
3,12,0.06948717948717949,6,2.2203692930182577e-05
3,12,0.06948717948717949,7,1.9782631314756353e-05
3,12,0.06948717948717949,8,2.160913310585952e-05
3,12,0.06948717948717949,9,2.5628549791148516e-05
3,12,0.07692307692307691,0,2.5066785768320945e-05
3,12,0.07692307692307691,1,1.9880251121892713e-05
3,12,0.07692307692307691,2,1.725363432428382e-05
3,12,0.07692307692307691,3,1.744681097136085e-05
3,12,0.07692307692307691,4,1.7811712419066495e-05
3,12,0.07692307692307691,5,2.0151995813597676e-05
3,12,0.07692307692307691,6,1.724584954048795e-05
3,12,0.07692307692307691,7,2.5635250002167406e-05
3,12,0.07692307692307691,8,3.4301813919258274e-05
3,12,0.07692307692307691,9,2.1536382596057736e-05
3,12,0.08435897435897435,0,2.9653208008965787e-05
3,12,0.08435897435897435,1,2.0868805195707592e-05
3,12,0.08435897435897435,2,1.9022284815126404e-05
3,12,0.08435897435897435,3,2.9159759101513913e-05
3,12,0.08435897435897435,4,2.781272813055243e-05
3,12,0.08435897435897435,5,2.449763669032259e-05
3,12,0.08435897435897435,6,1.7428263782796543e-05
3,12,0.08435897435897435,7,2.407820646354229e-05
3,12,0.08435897435897435,8,2.4098424402924715e-05
3,12,0.08435897435897435,9,2.2124575197057638e-05
3,12,0.0917948717948718,0,2.5647013242577323e-05
3,12,0.0917948717948718,1,2.093025163478915e-05
3,12,0.0917948717948718,2,2.1923950836467934e-05
3,12,0.0917948717948718,3,2.3334610940917743e-05
3,12,0.0917948717948718,4,2.2076000012354907e-05
3,12,0.0917948717948718,5,3.0006393538397582e-05
3,12,0.0917948717948718,6,2.412670942953323e-05
3,12,0.0917948717948718,7,2.057266013069144e-05
3,12,0.0917948717948718,8,3.656927867301491e-05
3,12,0.0917948717948718,9,3.0892019259097255e-05
3,12,0.09923076923076922,0,3.505286341056205e-05
3,12,0.09923076923076922,1,2.3846804086910616e-05
3,12,0.09923076923076922,2,2.4498106297318212e-05
3,12,0.09923076923076922,3,2.1820207994076943e-05
3,12,0.09923076923076922,4,2.3952030060190414e-05
3,12,0.09923076923076922,5,2.6941569365389456e-05
3,12,0.09923076923076922,6,2.8941215042931378e-05
3,12,0.09923076923076922,7,2.6021850020955065e-05
3,12,0.09923076923076922,8,2.3191817307719535e-05
3,12,0.09923076923076922,9,2.170993565284876e-05
3,12,0.10666666666666666,0,2.8026143147408676e-05
3,12,0.10666666666666666,1,2.906235076789915e-05
3,12,0.10666666666666666,2,2.378279093032055e-05
3,12,0.10666666666666666,3,2.618223560115268e-05
3,12,0.10666666666666666,4,2.4718707017641596e-05
3,12,0.10666666666666666,5,3.901024021623804e-05
3,12,0.10666666666666666,6,2.57407647288766e-05
3,12,0.10666666666666666,7,2.9786829104938075e-05
3,12,0.10666666666666666,8,2.669525634840143e-05
3,12,0.10666666666666666,9,3.0568731462595175e-05
3,12,0.1141025641025641,0,3.6125752480858586e-05
3,12,0.1141025641025641,1,2.135265247812961e-05
3,12,0.1141025641025641,2,3.320342017800686e-05
3,12,0.1141025641025641,3,2.8540731317410348e-05
3,12,0.1141025641025641,4,2.8648680562865954e-05
3,12,0.1141025641025641,5,4.185933671097828e-05
3,12,0.1141025641025641,6,2.5752052739875005e-05
3,12,0.1141025641025641,7,3.241113840779857e-05
3,12,0.1141025641025641,8,2.2304216645817807e-05
3,12,0.1141025641025641,9,3.466848372914101e-05
3,12,0.12153846153846153,0,4.1128107666371996e-05
3,12,0.12153846153846153,1,4.0288428493009945e-05
3,12,0.12153846153846153,2,3.70058442177228e-05
3,12,0.12153846153846153,3,3.9318392380577905e-05
3,12,0.12153846153846153,4,2.8976379564283492e-05
3,12,0.12153846153846153,5,3.152575174277395e-05
3,12,0.12153846153846153,6,3.644474025717217e-05
3,12,0.12153846153846153,7,2.985314404297036e-05
3,12,0.12153846153846153,8,2.3139755890461704e-05
3,12,0.12153846153846153,9,3.7069877016936925e-05
3,12,0.12897435897435897,0,3.8316533359617055e-05
3,12,0.12897435897435897,1,3.3893513842865266e-05
3,12,0.12897435897435897,2,4.107209356724418e-05
3,12,0.12897435897435897,3,3.562348303212921e-05
3,12,0.12897435897435897,4,3.661815827955098e-05
3,12,0.12897435897435897,5,4.018216758824971e-05
3,12,0.12897435897435897,6,2.676735020935955e-05
3,12,0.12897435897435897,7,5.2968162461993624e-05
3,12,0.12897435897435897,8,3.4155322501720174e-05
3,12,0.12897435897435897,9,3.433908139528234e-05
3,12,0.13641025641025642,0,4.3246405403980655e-05
3,12,0.13641025641025642,1,3.555530201780565e-05
3,12,0.13641025641025642,2,5.2114205964772137e-05
3,12,0.13641025641025642,3,5.874685581754617e-05
3,12,0.13641025641025642,4,3.3004684659465554e-05
3,12,0.13641025641025642,5,4.898877090258504e-05
3,12,0.13641025641025642,6,4.723275739829857e-05
3,12,0.13641025641025642,7,5.553887706719415e-05
3,12,0.13641025641025642,8,2.6070724538509822e-05
3,12,0.13641025641025642,9,3.9397891380890326e-05
3,12,0.14384615384615385,0,5.4794117479027954e-05
3,12,0.14384615384615385,1,2.6799916403395437e-05
3,12,0.14384615384615385,2,5.27575302160765e-05
3,12,0.14384615384615385,3,3.800451557806411e-05
3,12,0.14384615384615385,4,3.354761841628018e-05
3,12,0.14384615384615385,5,3.3024886525503555e-05
3,12,0.14384615384615385,6,5.295844611809985e-05
3,12,0.14384615384615385,7,3.4216273164541746e-05
3,12,0.14384615384615385,8,8.362501540161018e-05
3,12,0.14384615384615385,9,3.59032328142081e-05
3,12,0.1512820512820513,0,5.5637946623105595e-05
3,12,0.1512820512820513,1,3.475961061381611e-05
3,12,0.1512820512820513,2,4.002487132693247e-05
3,12,0.1512820512820513,3,4.6302641081511734e-05
3,12,0.1512820512820513,4,3.912595558638535e-05
3,12,0.1512820512820513,5,5.009870225176511e-05
3,12,0.1512820512820513,6,3.272543326607683e-05
3,12,0.1512820512820513,7,4.297066693922932e-05
3,12,0.1512820512820513,8,4.323098967483498e-05
3,12,0.1512820512820513,9,4.500178226285612e-05
3,12,0.15871794871794873,0,3.494548167824722e-05
3,12,0.15871794871794873,1,4.207655153961945e-05
3,12,0.15871794871794873,2,4.492176883779673e-05
3,12,0.15871794871794873,3,3.933743058155232e-05
3,12,0.15871794871794873,4,3.613848192526878e-05
3,12,0.15871794871794873,5,4.793723302697313e-05
3,12,0.15871794871794873,6,2.6811348393803605e-05
3,12,0.15871794871794873,7,5.055573151653833e-05
3,12,0.15871794871794873,8,7.53735144089187e-05
3,12,0.15871794871794873,9,5.381333554442979e-05
3,12,0.16615384615384615,0,7.129473106365534e-05
3,12,0.16615384615384615,1,0.00013470869412000817
3,12,0.16615384615384615,2,5.4424393880926084e-05
3,12,0.16615384615384615,3,5.918264829364927e-05
3,12,0.16615384615384615,4,5.4571486084479494e-05
3,12,0.16615384615384615,5,7.172792876248407e-05
3,12,0.16615384615384615,6,5.121775020525425e-05
3,12,0.16615384615384615,7,6.468583130865395e-05
3,12,0.16615384615384615,8,5.249586319963923e-05
3,12,0.16615384615384615,9,5.114384211332807e-05
3,12,0.1735897435897436,0,9.273868911370412e-05
3,12,0.1735897435897436,1,5.837718904019964e-05
3,12,0.1735897435897436,2,9.793706266801147e-05
3,12,0.1735897435897436,3,4.483356991639131e-05
3,12,0.1735897435897436,4,6.51796960770008e-05
3,12,0.1735897435897436,5,5.1605592695491994e-05
3,12,0.1735897435897436,6,5.944345468175496e-05
3,12,0.1735897435897436,7,7.86424022523138e-05
3,12,0.1735897435897436,8,6.280979064133303e-05
3,12,0.1735897435897436,9,4.3820836066668e-05
3,12,0.18102564102564103,0,7.704749152543572e-05
3,12,0.18102564102564103,1,4.401553571696368e-05
3,12,0.18102564102564103,2,6.086697990587259e-05
3,12,0.18102564102564103,3,6.508897809450835e-05
3,12,0.18102564102564103,4,5.251746730221369e-05
3,12,0.18102564102564103,5,8.125137335572916e-05
3,12,0.18102564102564103,6,5.152805272617216e-05
3,12,0.18102564102564103,7,6.429872875164468e-05
3,12,0.18102564102564103,8,4.402189713054753e-05
3,12,0.18102564102564103,9,7.162425262561718e-05
3,12,0.18846153846153846,0,5.4597338707376774e-05
3,12,0.18846153846153846,1,7.567816909818927e-05
3,12,0.18846153846153846,2,5.77192816811506e-05
3,12,0.18846153846153846,3,5.559172781163232e-05
3,12,0.18846153846153846,4,5.0891771670780224e-05
3,12,0.18846153846153846,5,6.620782686068162e-05
3,12,0.18846153846153846,6,6.952808250614969e-05
3,12,0.18846153846153846,7,8.263323815243125e-05
3,12,0.18846153846153846,8,8.417394544581117e-05
3,12,0.18846153846153846,9,4.474932494347422e-05
3,12,0.1958974358974359,0,5.203302770993654e-05
3,12,0.1958974358974359,1,5.6734805750526016e-05
3,12,0.1958974358974359,2,6.0557295717894816e-05
3,12,0.1958974358974359,3,5.0169611108199153e-05
3,12,0.1958974358974359,4,0.00010001544890710775
3,12,0.1958974358974359,5,7.695364860241057e-05
3,12,0.1958974358974359,6,7.045296633897745e-05
3,12,0.1958974358974359,7,6.420573043141739e-05
3,12,0.1958974358974359,8,6.876990133029792e-05
3,12,0.1958974358974359,9,6.269623527325663e-05
3,12,0.20333333333333334,0,5.188113530496592e-05
3,12,0.20333333333333334,1,8.042335276599437e-05
3,12,0.20333333333333334,2,7.349568763680417e-05
3,12,0.20333333333333334,3,0.00010034061059921601
3,12,0.20333333333333334,4,6.224801659267822e-05
3,12,0.20333333333333334,5,7.97525741166174e-05
3,12,0.20333333333333334,6,6.157243098749805e-05
3,12,0.20333333333333334,7,4.546696054736762e-05
3,12,0.20333333333333334,8,6.494158463678831e-05
3,12,0.20333333333333334,9,7.123927387283257e-05
3,12,0.21076923076923076,0,6.577418258752741e-05
3,12,0.21076923076923076,1,8.474028362615333e-05
3,12,0.21076923076923076,2,7.846788637861063e-05
3,12,0.21076923076923076,3,5.4764536091905344e-05
3,12,0.21076923076923076,4,7.456078611673097e-05
3,12,0.21076923076923076,5,6.19212182635451e-05
3,12,0.21076923076923076,6,0.0001785840627782435
3,12,0.21076923076923076,7,7.668071393271091e-05
3,12,0.21076923076923076,8,7.52721646508501e-05
3,12,0.21076923076923076,9,9.216835120672573e-05
3,12,0.21820512820512822,0,9.37558977967505e-05
3,12,0.21820512820512822,1,8.787924530279713e-05
3,12,0.21820512820512822,2,8.120278541453625e-05
3,12,0.21820512820512822,3,6.453134392102256e-05
3,12,0.21820512820512822,4,8.622144292715315e-05
3,12,0.21820512820512822,5,8.409526963952916e-05
3,12,0.21820512820512822,6,6.0970983019954534e-05
