b,L_eff,sigma_test,replica,v_score
2,18,0.07692307692307691,2,2.331991062562166e-05
2,18,0.07692307692307691,3,1.9523411831262173e-05
2,18,0.07692307692307691,4,2.080853106457371e-05
2,18,0.07692307692307691,5,2.290399256649186e-05
2,18,0.07692307692307691,6,2.2325107589258307e-05
2,18,0.07692307692307691,7,2.4828705780561883e-05
2,18,0.07692307692307691,8,3.8096348268014595e-05
2,18,0.07692307692307691,9,2.1110196441744222e-05
2,18,0.08435897435897435,0,3.0059816806716544e-05
2,18,0.08435897435897435,1,2.7381002607677957e-05
2,18,0.08435897435897435,2,1.9819319466996058e-05
2,18,0.08435897435897435,3,2.7971770354880676e-05
2,18,0.08435897435897435,4,3.539720294160246e-05
2,18,0.08435897435897435,5,2.8825266354883763e-05
2,18,0.08435897435897435,6,1.988902963596363e-05
2,18,0.08435897435897435,7,2.4279771018419275e-05
2,18,0.08435897435897435,8,2.7349730198982668e-05
2,18,0.08435897435897435,9,2.4763964633694195e-05
2,18,0.0917948717948718,0,2.652183401860284e-05
2,18,0.0917948717948718,1,2.600961528481295e-05
2,18,0.0917948717948718,2,2.203132294688923e-05
2,18,0.0917948717948718,3,2.411908624863195e-05
2,18,0.0917948717948718,4,2.6079242695532947e-05
2,18,0.0917948717948718,5,2.7956053077131287e-05
2,18,0.0917948717948718,6,2.281448236844027e-05
2,18,0.0917948717948718,7,2.4546931612208738e-05
2,18,0.0917948717948718,8,3.330662244785771e-05
2,18,0.0917948717948718,9,2.844727175961857e-05
2,18,0.09923076923076922,0,3.3561603820354786e-05
2,18,0.09923076923076922,1,2.6721883300997307e-05
2,18,0.09923076923076922,2,3.058477348803099e-05
2,18,0.09923076923076922,3,2.569554819313739e-05
2,18,0.09923076923076922,4,3.135790482768191e-05
2,18,0.09923076923076922,5,2.726232837920567e-05
2,18,0.09923076923076922,6,3.13778594083099e-05
2,18,0.09923076923076922,7,2.867456463713457e-05
2,18,0.09923076923076922,8,2.438886026227215e-05
2,18,0.09923076923076922,9,2.3790229030988718e-05
2,18,0.10666666666666666,0,3.095679474225338e-05
2,18,0.10666666666666666,1,3.1995961893680925e-05
2,18,0.10666666666666666,2,3.1786887812869056e-05
2,18,0.10666666666666666,3,3.0073364520429244e-05
2,18,0.10666666666666666,4,2.3053234669274533e-05
2,18,0.10666666666666666,5,3.9518123023065364e-05
2,18,0.10666666666666666,6,3.065287410946036e-05
2,18,0.10666666666666666,7,2.9419651269452458e-05
2,18,0.10666666666666666,8,2.7765144097326237e-05
2,18,0.10666666666666666,9,3.229080645785416e-05
2,18,0.1141025641025641,0,2.2618767817013585e-05
2,18,0.1141025641025641,1,2.3788970464085076e-05
2,18,0.1141025641025641,2,4.0448175825113356e-05
2,18,0.1141025641025641,3,2.8464909863545635e-05
2,18,0.1141025641025641,4,2.3817936582464676e-05
2,18,0.1141025641025641,5,3.2608950002313385e-05
2,18,0.1141025641025641,6,2.462590363379856e-05
2,18,0.1141025641025641,7,2.7557612208606083e-05
2,18,0.1141025641025641,8,2.7520451828770474e-05
2,18,0.1141025641025641,9,3.69563633925369e-05
