d_spin,d_coup,split,sigma_test,replica,v_score
12,4,12/4,0.13641025641025642,9,8.615211019749234e-06
12,4,12/4,0.14384615384615385,0,1.1308801439938515e-05
12,4,12/4,0.14384615384615385,1,1.6928591702462676e-05
12,4,12/4,0.14384615384615385,2,9.350286380024685e-06
12,4,12/4,0.14384615384615385,3,1.5444672767016623e-05
12,4,12/4,0.14384615384615385,4,9.796379338486942e-06
12,4,12/4,0.14384615384615385,5,4.6357565346132856e-06
12,4,12/4,0.14384615384615385,6,2.2446618562386274e-05
12,4,12/4,0.14384615384615385,7,1.0030786088107648e-05
12,4,12/4,0.14384615384615385,8,6.770360625728724e-06
12,4,12/4,0.14384615384615385,9,1.9546600347530747e-05
12,4,12/4,0.1512820512820513,0,4.160432906190558e-06
12,4,12/4,0.1512820512820513,1,1.4638493248994596e-05
12,4,12/4,0.1512820512820513,2,5.156207451527102e-06
12,4,12/4,0.1512820512820513,3,2.9560446888087852e-06
12,4,12/4,0.1512820512820513,4,1.5963619784781707e-05
12,4,12/4,0.1512820512820513,5,9.70231363394674e-06
12,4,12/4,0.1512820512820513,6,2.975984639781869e-05
12,4,12/4,0.1512820512820513,7,2.7892566368814325e-05
12,4,12/4,0.1512820512820513,8,2.340217962237829e-05
12,4,12/4,0.1512820512820513,9,9.14773097950061e-06
12,4,12/4,0.15871794871794873,0,5.6233113864078095e-06
12,4,12/4,0.15871794871794873,1,2.001143066076481e-05
12,4,12/4,0.15871794871794873,2,1.44846218103415e-05
12,4,12/4,0.15871794871794873,3,1.1949647956111206e-05
12,4,12/4,0.15871794871794873,4,1.5800102805206477e-05
12,4,12/4,0.15871794871794873,5,6.461826271802951e-06
12,4,12/4,0.15871794871794873,6,6.834529851533619e-06
12,4,12/4,0.15871794871794873,7,9.511125962001183e-06
12,4,12/4,0.15871794871794873,8,4.8542470198059235e-06
12,4,12/4,0.15871794871794873,9,1.1589726527179896e-05
12,4,12/4,0.16615384615384615,0,4.376881534241768e-06
12,4,12/4,0.16615384615384615,1,1.149136416645461e-05
12,4,12/4,0.16615384615384615,2,1.603869162324113e-05
12,4,12/4,0.16615384615384615,3,4.720221413729573e-06
12,4,12/4,0.16615384615384615,4,1.1932730318702659e-05
12,4,12/4,0.16615384615384615,5,1.7822905849709397e-05
12,4,12/4,0.16615384615384615,6,5.194304201947221e-06
12,4,12/4,0.16615384615384615,7,1.1847292433881232e-05
12,4,12/4,0.16615384615384615,8,7.567498528150912e-06
12,4,12/4,0.16615384615384615,9,3.13645233026593e-05
12,4,12/4,0.1735897435897436,0,4.4366149408091376e-05
12,4,12/4,0.1735897435897436,1,7.897380349811687e-06
12,4,12/4,0.1735897435897436,2,2.5873317263875718e-05
12,4,12/4,0.1735897435897436,3,1.8546407746648787e-05
12,4,12/4,0.1735897435897436,4,2.179632244000634e-05
12,4,12/4,0.1735897435897436,5,1.9481772889992297e-05
12,4,12/4,0.1735897435897436,6,2.7127112129503893e-05
12,4,12/4,0.1735897435897436,7,2.5989068048826534e-05
12,4,12/4,0.1735897435897436,8,5.6547417368766774e-06
12,4,12/4,0.1735897435897436,9,1.169355289895501e-05
12,4,12/4,0.18102564102564103,0,1.0432161709784243e-05
12,4,12/4,0.18102564102564103,1,1.621532196095161e-05
12,4,12/4,0.18102564102564103,2,2.430090495090942e-05
12,4,12/4,0.18102564102564103,3,4.0112245177844496e-05
12,4,12/4,0.18102564102564103,4,1.410772317346623e-05
12,4,12/4,0.18102564102564103,5,6.21424705909433e-06
12,4,12/4,0.18102564102564103,6,1.9795116958527833e-05
12,4,12/4,0.18102564102564103,7,2.174980492545859e-05
12,4,12/4,0.18102564102564103,8,7.843970371800516e-06
12,4,12/4,0.18102564102564103,9,1.409167148642736e-05
12,4,12/4,0.18846153846153846,0,2.2505427550137264e-05
12,4,12/4,0.18846153846153846,1,6.010957041445125e-06
12,4,12/4,0.18846153846153846,2,6.795628473694991e-06
12,4,12/4,0.18846153846153846,3,8.732787547701136e-06
12,4,12/4,0.18846153846153846,4,1.3840213705463434e-05
12,4,12/4,0.18846153846153846,5,2.150255938135552e-05
12,4,12/4,0.18846153846153846,6,1.1233869203711684e-05
12,4,12/4,0.18846153846153846,7,2.3019351449559014e-05
12,4,12/4,0.18846153846153846,8,2.646773817646968e-05
12,4,12/4,0.18846153846153846,9,1.4481613479074772e-05
12,4,12/4,0.1958974358974359,0,1.222522159990733e-05
12,4,12/4,0.1958974358974359,1,1.387698924437614e-05
12,4,12/4,0.1958974358974359,2,1.6501442783605205e-05
12,4,12/4,0.1958974358974359,3,1.9939661272533178e-05
12,4,12/4,0.1958974358974359,4,1.7575256442078845e-05
12,4,12/4,0.1958974358974359,5,8.114133355768647e-06
12,4,12/4,0.1958974358974359,6,1.4507615022043676e-05
12,4,12/4,0.1958974358974359,7,2.2846746191041917e-05
12,4,12/4,0.1958974358974359,8,1.3128110447568224e-05
12,4,12/4,0.1958974358974359,9,1.9011454085267266e-05
12,4,12/4,0.20333333333333334,0,1.3532236797581838e-05
12,4,12/4,0.20333333333333334,1,1.3697653071456983e-05
12,4,12/4,0.20333333333333334,2,2.7040951019740797e-05
12,4,12/4,0.20333333333333334,3,1.2142301052905656e-05
12,4,12/4,0.20333333333333334,4,1.428635936433824e-05
12,4,12/4,0.20333333333333334,5,3.455944426900304e-05
12,4,12/4,0.20333333333333334,6,8.892130024636721e-05
12,4,12/4,0.20333333333333334,7,9.20422242267493e-06
12,4,12/4,0.20333333333333334,8,2.4467544994970544e-05
12,4,12/4,0.20333333333333334,9,3.161627776249597e-05
12,4,12/4,0.21076923076923076,0,2.701843588031145e-05
12,4,12/4,0.21076923076923076,1,2.4231132056637234e-05
12,4,12/4,0.21076923076923076,2,1.5794268248736258e-05
12,4,12/4,0.21076923076923076,3,1.5090920820744564e-05
12,4,12/4,0.21076923076923076,4,1.912761064347398e-05
12,4,12/4,0.21076923076923076,5,1.2140826420009537e-05
12,4,12/4,0.21076923076923076,6,2.6755899611857387e-05
12,4,12/4,0.21076923076923076,7,5.8450241388134346e-05
12,4,12/4,0.21076923076923076,8,6.427093198624748e-06
12,4,12/4,0.21076923076923076,9,1.1719228591858105e-05
12,4,12/4,0.21820512820512822,0,1.8044116984505693e-05
12,4,12/4,0.21820512820512822,1,1.72600045823488e-05
12,4,12/4,0.21820512820512822,2,1.7670010239917684e-05
12,4,12/4,0.21820512820512822,3,1.96217969421623e-05
12,4,12/4,0.21820512820512822,4,1.4177579778069289e-05
12,4,12/4,0.21820512820512822,5,3.6872584622774855e-05
12,4,12/4,0.21820512820512822,6,2.001584529620827e-05
12,4,12/4,0.21820512820512822,7,5.9793698886572206e-05
12,4,12/4,0.21820512820512822,8,1.6406730171109826e-05
12,4,12/4,0.21820512820512822,9,8.381358272310577e-06
12,4,12/4,0.22564102564102564,0,1.3863232882333722e-05
12,4,12/4,0.22564102564102564,1,3.6711822487511287e-05
12,4,12/4,0.22564102564102564,2,2.6417474341744155e-05
12,4,12/4,0.22564102564102564,3,2.8809509979347453e-05
12,4,12/4,0.22564102564102564,4,1.4784575074652853e-05
12,4,12/4,0.22564102564102564,5,2.2275953907813124e-05
12,4,12/4,0.22564102564102564,6,3.163719174323377e-05
12,4,12/4,0.22564102564102564,7,2.852325627577401e-05
12,4,12/4,0.22564102564102564,8,1.9106763587944017e-05
12,4,12/4,0.22564102564102564,9,2.3797107931444204e-05
12,4,12/4,0.23307692307692307,0,2.0948042824411894e-05
12,4,12/4,0.23307692307692307,1,3.3934011525453996e-05
12,4,12/4,0.23307692307692307,2,3.173979647372912e-05
12,4,12/4,0.23307692307692307,3,7.449248440423978e-06
12,4,12/4,0.23307692307692307,4,7.49155666947961e-05
12,4,12/4,0.23307692307692307,5,3.05421732110527e-05
12,4,12/4,0.23307692307692307,6,1.6450658677160805e-05
12,4,12/4,0.23307692307692307,7,3.3315352119323495e-05
12,4,12/4,0.23307692307692307,8,2.9811329530657525e-05
12,4,12/4,0.23307692307692307,9,1.7093662480386887e-05
12,4,12/4,0.24051282051282052,0,3.719884226777661e-05
12,4,12/4,0.24051282051282052,1,3.8096838503864096e-05
12,4,12/4,0.24051282051282052,2,4.8401401102677486e-05
12,4,12/4,0.24051282051282052,3,3.580793632496663e-05
12,4,12/4,0.24051282051282052,4,4.836680367922149e-05
12,4,12/4,0.24051282051282052,5,5.244872763121347e-05
12,4,12/4,0.24051282051282052,6,3.5900214924877434e-05
12,4,12/4,0.24051282051282052,7,4.286902146831325e-05
12,4,12/4,0.24051282051282052,8,1.831613656215201e-05
12,4,12/4,0.24051282051282052,9,3.330733865802838e-05
12,4,12/4,0.24794871794871795,0,2.1034959355281013e-05
12,4,12/4,0.24794871794871795,1,5.5763590936634175e-05
12,4,12/4,0.24794871794871795,2,4.511868043512373e-05
12,4,12/4,0.24794871794871795,3,2.8211113310679332e-05
12,4,12/4,0.24794871794871795,4,1.3121610317086417e-05
12,4,12/4,0.24794871794871795,5,8.406840964370763e-06
12,4,12/4,0.24794871794871795,6,2.6222274888251705e-05
12,4,12/4,0.24794871794871795,7,3.7802042722885385e-05
12,4,12/4,0.24794871794871795,8,1.4552967754503614e-05
12,4,12/4,0.24794871794871795,9,3.3482389614308354e-05
12,4,12/4,0.2553846153846154,0,3.8052719505468816e-05
12,4,12/4,0.2553846153846154,1,1.2791966314666149e-05
12,4,12/4,0.2553846153846154,2,4.482533393422805e-05
12,4,12/4,0.2553846153846154,3,8.277608649407976e-06
12,4,12/4,0.2553846153846154,4,1.816512513790569e-05
12,4,12/4,0.2553846153846154,5,1.4493578396380272e-05
12,4,12/4,0.2553846153846154,6,5.487157609876221e-05
12,4,12/4,0.2553846153846154,7,4.564539281301782e-05
12,4,12/4,0.2553846153846154,8,7.748669751678436e-05
12,4,12/4,0.2553846153846154,9,5.231475326180335e-05
12,4,12/4,0.26282051282051283,0,8.010677506982693e-05
12,4,12/4,0.26282051282051283,1,4.769987327811252e-05
12,4,12/4,0.26282051282051283,2,8.078057774871971e-05
12,4,12/4,0.26282051282051283,3,6.16550475352331e-05
12,4,12/4,0.26282051282051283,4,4.307679645069183e-05
12,4,12/4,0.26282051282051283,5,5.251426387058698e-05
12,4,12/4,0.26282051282051283,6,7.204580356875733e-05
12,4,12/4,0.26282051282051283,7,2.7926656178850666e-05
12,4,12/4,0.26282051282051283,8,5.85511121811801e-05
12,4,12/4,0.26282051282051283,9,2.737326048059185e-05
12,4,12/4,0.2702564102564103,0,6.326882566039829e-05
12,4,12/4,0.2702564102564103,1,2.258695626115006e-05
12,4,12/4,0.2702564102564103,2,3.015333932020524e-05
12,4,12/4,0.2702564102564103,3,2.4712332290881504e-05
12,4,12/4,0.2702564102564103,4,4.446378198235429e-05
12,4,12/4,0.2702564102564103,5,1.574316046670479e-05
12,4,12/4,0.2702564102564103,6,6.689797197330903e-05
12,4,12/4,0.2702564102564103,7,4.053185257097373e-05
12,4,12/4,0.2702564102564103,8,6.72026429559626e-05
12,4,12/4,0.2702564102564103,9,5.865265011211428e-05
12,4,12/4,0.2776923076923077,0,4.9352284735524754e-05
12,4,12/4,0.2776923076923077,1,3.6420537302213233e-05
12,4,12/4,0.2776923076923077,2,2.95685098344849e-05
12,4,12/4,0.2776923076923077,3,7.17452162369196e-05
12,4,12/4,0.2776923076923077,4,3.992832799703999e-05
12,4,12/4,0.2776923076923077,5,4.800903968823914e-05
12,4,12/4,0.2776923076923077,6,3.0423761391190144e-05
12,4,12/4,0.2776923076923077,7,7.695447005497899e-05
12,4,12/4,0.2776923076923077,8,4.595412419583967e-05
12,4,12/4,0.2776923076923077,9,4.952294230566396e-05
12,4,12/4,0.28512820512820514,0,0.00010417973590876302
12,4,12/4,0.28512820512820514,1,3.4414819958867907e-05
12,4,12/4,0.28512820512820514,2,7.975872154646618e-05
12,4,12/4,0.28512820512820514,3,6.836024766111495e-05
12,4,12/4,0.28512820512820514,4,1.6252247618325526e-05
12,4,12/4,0.28512820512820514,5,3.3456245132227714e-05
12,4,12/4,0.28512820512820514,6,8.848453160389329e-05
12,4,12/4,0.28512820512820514,7,4.2943578498367894e-05
12,4,12/4,0.28512820512820514,8,4.522452087992245e-05
12,4,12/4,0.28512820512820514,9,4.8239277789459814e-05
12,4,12/4,0.2925641025641026,0,1.4804708563823849e-05
12,4,12/4,0.2925641025641026,1,2.9148843396630095e-05
12,4,12/4,0.2925641025641026,2,5.320803544566991e-05
12,4,12/4,0.2925641025641026,3,7.410185796867447e-05
12,4,12/4,0.2925641025641026,4,2.3237360036866465e-05
12,4,12/4,0.2925641025641026,5,3.372979948850335e-05
12,4,12/4,0.2925641025641026,6,8.522401638247408e-05
12,4,12/4,0.2925641025641026,7,1.9301303459627747e-05
12,4,12/4,0.2925641025641026,8,3.2828470111995086e-05
12,4,12/4,0.2925641025641026,9,6.920073555293326e-05
12,4,12/4,0.3,0,0.0001533641834521188
12,4,12/4,0.3,1,3.7863352903325316e-05
12,4,12/4,0.3,2,3.1671037492046755e-05
12,4,12/4,0.3,3,2.693286234505779e-05
12,4,12/4,0.3,4,5.742852846748186e-05
12,4,12/4,0.3,5,0.00018265324052347604
12,4,12/4,0.3,6,3.918119427276623e-05
12,4,12/4,0.3,7,2.3343789587309584e-05
12,4,12/4,0.3,8,7.49501795695541e-05
12,4,12/4,0.3,9,0.00011619821685777832
