sigma_test,replica,v_score_dualembed,v_score_dualembed_film
0.08435897435897435,3,2.0383145814011454e-06,3.713796672412087e-06
0.08435897435897435,4,1.4909608396598208e-06,3.4888976869618983e-06
0.08435897435897435,5,1.7655474149671057e-06,4.441371724338503e-06
0.08435897435897435,6,1.8815114947905211e-06,3.639493498452332e-06
0.08435897435897435,7,2.3265974172839332e-06,2.749982287228074e-06
0.08435897435897435,8,1.8829981428167459e-06,2.547397193242658e-06
0.08435897435897435,9,2.1526263661647243e-06,4.914497669417655e-06
0.0917948717948718,0,2.7782123768553067e-06,4.9861416017232976e-06
0.0917948717948718,1,2.858678224787332e-06,3.4047337007754947e-06
0.0917948717948718,2,1.7072328791631257e-06,3.7218846063855314e-06
0.0917948717948718,3,1.4307615695323826e-06,3.8703231725337525e-06
0.0917948717948718,4,1.8573762254289538e-06,5.337945275784913e-06
0.0917948717948718,5,1.6042607048580889e-06,3.0466751779442194e-06
0.0917948717948718,6,2.6536483841361966e-06,4.871743257825542e-06
0.0917948717948718,7,1.3150984361235916e-06,3.6493637292659728e-06
0.0917948717948718,8,2.4608768756369104e-06,3.5525049471280397e-06
0.0917948717948718,9,3.3891633153392614e-06,7.250680412518118e-06
0.09923076923076922,0,2.875531581058915e-06,6.630489159593361e-06
0.09923076923076922,1,2.676151598718455e-06,6.399450190431426e-06
0.09923076923076922,2,2.1198081945811873e-06,4.534399741842495e-06
0.09923076923076922,3,5.2871565870432556e-06,5.8424064369676464e-06
0.09923076923076922,4,3.744950094875283e-06,8.104971196253318e-06
0.09923076923076922,5,2.0140920944633806e-06,4.156219868383388e-06
0.09923076923076922,6,3.2951602786485324e-06,7.041895209631447e-06
0.09923076923076922,7,3.178321509937993e-06,6.5887216829554995e-06
0.09923076923076922,8,2.357962776188773e-06,7.4615792569657675e-06
0.09923076923076922,9,1.5839358155431044e-06,4.033104888537509e-06
0.10666666666666666,0,3.38914629633962e-06,7.847468309034827e-06
0.10666666666666666,1,4.896455855877525e-06,6.066260589353829e-06
0.10666666666666666,2,3.3565186915621932e-06,4.684786879230163e-06
0.10666666666666666,3,1.9137900411689432e-06,4.296060901605579e-06
0.10666666666666666,4,2.683954505285777e-06,6.620486568313236e-06
0.10666666666666666,5,2.4428982373079145e-06,4.0927365706649515e-06
0.10666666666666666,6,2.9545463489740526e-06,6.991343280275238e-06
0.10666666666666666,7,3.05466506809973e-06,9.99459515405487e-06
0.10666666666666666,8,2.4517787458889567e-06,3.2532364102444115e-06
0.10666666666666666,9,4.912370154522351e-06,5.172819391528455e-06
0.1141025641025641,0,3.1248746525468973e-06,4.86616093738325e-06
0.1141025641025641,1,2.1408861873870264e-06,3.962265096574578e-06
0.1141025641025641,2,3.1580923562382256e-06,4.9065325594159444e-06
0.1141025641025641,3,2.690664081311874e-06,4.553314386136733e-06
0.1141025641025641,4,2.8439966295307375e-06,7.33459367474398e-06
0.1141025641025641,5,3.156850169580835e-06,5.053077622233148e-06
0.1141025641025641,6,2.829839668467716e-06,5.895878100378502e-06
0.1141025641025641,7,2.904678626025469e-06,6.3707553760467265e-06
0.1141025641025641,8,6.305620594389129e-06,1.596159335579058e-05
0.1141025641025641,9,2.8230127774806264e-06,7.601734001097156e-06
0.12153846153846153,0,2.3723287492811172e-06,6.1691020160880995e-06
0.12153846153846153,1,4.269958017313887e-06,1.1181460736964375e-05
0.12153846153846153,2,5.477585947510749e-06,5.3654547645786916e-06
0.12153846153846153,3,3.6766823034555747e-06,8.85459382571538e-06
0.12153846153846153,4,1.280720475148109e-06,2.92804280091976e-06
0.12153846153846153,5,2.6042500537700904e-06,6.717416053287694e-06
0.12153846153846153,6,2.842243977087969e-06,6.241902390879352e-06
0.12153846153846153,7,4.600696503619059e-06,5.861173944294326e-06
0.12153846153846153,8,4.31964096411309e-06,1.2091156952655259e-05
0.12153846153846153,9,3.79885192122354e-06,4.058342323021886e-06
0.12897435897435897,0,2.91749935155969e-06,8.288179362552711e-06
0.12897435897435897,1,2.919194899725438e-06,5.77249720815576e-06
0.12897435897435897,2,5.863323188776767e-06,1.5519907450726373e-05
0.12897435897435897,3,4.413548394925194e-06,1.2240967164401128e-05
0.12897435897435897,4,3.3935087015832443e-06,8.760874705611523e-06
0.12897435897435897,5,3.3753970929229563e-06,1.0234811765774457e-05
0.12897435897435897,6,2.784421144342533e-06,2.64390687495327e-06
0.12897435897435897,7,4.548265732835755e-06,1.0907560764689264e-05
