sigma_test,replica,v_score_dualembed,v_score_dualembed_posenc
0.04717948717948718,2,9.840511129673606e-06,1.7662494842075337e-05
0.04717948717948718,3,9.192815111911642e-06,1.7079892437997095e-05
0.04717948717948718,4,9.044718710321678e-06,1.6933412214017466e-05
0.04717948717948718,5,9.149606761815017e-06,1.6675297210645592e-05
0.04717948717948718,6,9.003471288559587e-06,1.6457717769151307e-05
0.04717948717948718,7,9.699113943217766e-06,1.7417917602487953e-05
0.04717948717948718,8,9.937360146114835e-06,1.7209936137953072e-05
0.04717948717948718,9,9.618804645979951e-06,1.6639611614158124e-05
0.054615384615384614,0,9.370507282301121e-06,1.788531762222815e-05
0.054615384615384614,1,1.0712653840179207e-05,1.860914829986799e-05
0.054615384615384614,2,1.0462820440584994e-05,1.8642608561402035e-05
0.054615384615384614,3,9.394986874247995e-06,1.6750355042544335e-05
0.054615384615384614,4,1.2558445443010926e-05,2.12155342846146e-05
0.054615384615384614,5,9.08855864974652e-06,1.6277141634229464e-05
0.054615384615384614,6,9.417530763208218e-06,1.767092368809645e-05
0.054615384615384614,7,9.105742366342832e-06,1.6405051070830338e-05
0.054615384615384614,8,1.0542507080856214e-05,1.864595275403516e-05
0.054615384615384614,9,1.0674149088921652e-05,1.7889606493196167e-05
0.062051282051282054,0,9.244193958670104e-06,1.7404404055247934e-05
0.062051282051282054,1,8.687743710749453e-06,1.652665121264533e-05
0.062051282051282054,2,1.1478660950824874e-05,2.0984754143297172e-05
0.062051282051282054,3,1.1514189845583908e-05,1.9588007421096536e-05
0.062051282051282054,4,9.106155681801913e-06,1.784294980892888e-05
0.062051282051282054,5,1.0507690753871597e-05,1.840149573767659e-05
0.062051282051282054,6,1.1519281956291857e-05,1.9726106973498192e-05
0.062051282051282054,7,8.6614736102004e-06,1.617449042362673e-05
0.062051282051282054,8,9.171336006880877e-06,1.649708653465127e-05
0.062051282051282054,9,9.60209480899882e-06,1.840555069319185e-05
0.06948717948717949,0,9.952507384366557e-06,1.7517554953749216e-05
0.06948717948717949,1,1.2132855677527928e-05,1.894829773572795e-05
0.06948717948717949,2,9.221289417485478e-06,1.691704079644632e-05
0.06948717948717949,3,1.1668377031018965e-05,1.952253755172889e-05
0.06948717948717949,4,9.413496750877631e-06,1.6811581957219585e-05
0.06948717948717949,5,8.962862477104609e-06,1.6666370002367977e-05
0.06948717948717949,6,1.1400166637898822e-05,1.980130139333016e-05
0.06948717948717949,7,1.107804934537155e-05,1.7287385087686557e-05
0.06948717948717949,8,1.0602154852509927e-05,1.8432856577777007e-05
0.06948717948717949,9,8.637122054174702e-06,1.6367515945201054e-05
0.07692307692307691,0,9.844316895737373e-06,1.6722810041184594e-05
0.07692307692307691,1,1.0106852197334746e-05,1.7307332373954276e-05
0.07692307692307691,2,9.351068315133641e-06,1.9061286083149824e-05
