h_mean,v_score,r_hat
0.1,14.586362591185521,1.3825256110881736
0.1,12.036827001892192,1.385585616369796
0.1,13.63625433280247,1.3840903839499905
0.1,480.9362358264013,1.393655062532327
0.1,3.0296602023796724,1.3627021810429618
0.1,25.55254952996696,1.3976001419935378
0.1,3.6485547799022195,1.364273368643026
0.1,15.058931827730554,1.3863956121744998
0.1,19.402320885524986,1.3859598188125497
0.1,16.41265038656912,1.3863864451058125
0.1,0.20190584695878125,1.036051573852908
0.4,0.0003753770689719795,1.3073003400111787
0.4,0.00033564746352115154,1.269902144987516
0.4,0.0006950982863801377,1.2541957188596764
0.4,0.00031991023503835176,1.2928352992022702
0.4,0.00043039634757203137,1.303490392074269
0.4,0.0004680466686479163,1.2651160805003825
0.4,0.00032330221359390187,1.2530165879243043
0.4,0.00018850497997916968,1.0825273808173805
0.4,0.00028363577261812087,1.2727740710935622
0.4,0.0002904599814760059,1.3157477315265553
0.4,0.00027583385172669,1.3160428160574293
0.7,4.1756259202128895e-05,1.052963962308233
0.7,7.852430339769616e-05,1.0970327145516119
0.7,2.026313341433343e-05,1.146742169554338
0.7,6.439541793789766e-05,1.021683623684077
0.7,9.64446932144837e-05,1.1746110968478611
0.7,1.9188631386855085e-05,1.0437870133398781
0.7,7.403585705040952e-05,1.0803769217685764
0.7,6.648149738210363e-05,1.0558591676675777
0.7,1.2649185122571354e-05,1.0066590287796382
0.7,0.00010885352761559082,1.0915232620831914
0.7,5.883646673845513e-07,1.0059741309114993
0.8,2.154532385081185e-05,1.0668742910310156
0.8,3.050234842200365e-05,1.0481053682077064
0.8,5.580689995732017e-05,1.0413081011025576
0.8,2.3702019566664533e-05,1.0417203510308415
0.8,4.488033187428137e-05,1.0433732639463296
0.8,2.7029946450049407e-05,1.0070946716128126
0.8,2.1507781939070757e-05,0.9982228745309165
0.8,2.7968549358416834e-05,1.0794114261083743
0.8,1.4449636200131752e-05,1.0413522143074128
0.8,6.238423347742478e-07,1.010844823545384
0.8,3.9596147257745404e-05,1.0610394546776956
0.85,1.1965352171862103e-05,1.044435908209536
0.85,1.174758401327735e-05,1.0134587561798065
0.85,1.1825040459310137e-05,1.0683651053815584
0.85,6.754554471084512e-07,1.0156618967910247
0.85,1.1197443979179106e-05,1.1030978943827086
0.85,9.422420831366185e-06,1.0971531187630332
0.85,7.243152466796346e-06,1.0095621880534391
0.85,1.54518182736213e-05,1.0720362010110498
0.85,7.100215004247842e-07,1.0042955172182775
0.85,1.1108231422664277e-05,1.057446122804471
0.85,1.3059908007873937e-05,1.0097481681858962
0.9,6.002469423527119e-07,1.014341535818763
0.9,8.112805957297912e-06,1.0195379007066088
0.9,1.1958090797019682e-06,1.0360804785475815
0.9,3.2437667327630392e-06,1.0028653258070417
0.9,6.757141623908955e-07,1.0040665135841678
0.9,4.4216484259461866e-06,1.0266169721478853
0.9,8.707842120646111e-07,1.0071627181276097
0.9,7.726008551660225e-06,1.0184957788108715
0.9,7.01628304902883e-06,1.0222863812386123
0.9,2.6544332954951485e-06,1.0626469685407613
0.9,6.201643830989788e-06,1.0329780777349018
0.93,8.045581252817405e-07,1.0158202211383065
0.93,3.607484077457751e-06,1.0020733681822078
0.93,2.627059242754801e-06,1.003072582052041
0.93,2.830043272478714e-06,1.0216481854487227
0.93,1.126769778322259e-06,1.0164328738420227
0.93,1.4175286896188895e-06,1.0190317829288023
0.93,2.1202264397090406e-06,1.057391788475537
0.93,1.1807171598657457e-06,1.0158100980185152
0.93,1.6879647833253185e-06,1.0339525317662162
0.93,2.8148696310708695e-06,1.096731202148751
0.93,4.1522385199794894e-07,1.0115478468352408
0.95,1.8725237283334135e-06,1.0050509028733656
0.95,2.826866712086741e-06,1.029563662369283
0.95,2.7961704234097716e-06,1.0205716361553718
0.95,1.4990857523382482e-06,1.0091494310964337
0.95,9.737430452920928e-07,1.043012578087588
0.95,1.0300597541035741e-06,1.0200915684134364
0.95,2.1796725408512368e-06,1.0165301808132379
0.95,9.364818575919439e-07,1.036700981342698
0.95,2.2653299381814303e-06,1.0204391492539697
0.95,1.2912988663429022e-06,1.0105998559543972
0.95,1.1590594743493393e-06,1.0182837766600534
0.97,2.4971154373887074e-06,1.0037486151198804
0.97,3.0386423773122095e-06,1.0135962298570225
0.97,2.850641984869829e-06,1.0330249504000033
0.97,3.6750581593185e-06,1.0291146101497153
0.97,2.3231609055450153e-06,1.020154055823218
0.97,2.0334973929623903e-06,1.0113699330593147
0.97,1.0426504131042786e-06,1.0099709943482336
0.97,1.4966397595125895e-06,1.0109563681101095
0.97,1.6013496647719087e-06,1.0338214842537732
0.97,2.1607446053891606e-06,1.020837820873399
0.97,1.1041905935969156e-06,1.0198876276756688
1.0,2.16467881484425e-06,1.0162352352411788
1.0,2.281846198055311e-06,1.0080274084937528
1.0,2.200949518180921e-06,1.0424760678235159
1.0,3.0725884387303955e-06,1.0056630668247186
1.0,1.7360358514751144e-06,1.0231664708745978
1.0,2.204555700784088e-06,1.024354062655361
1.0,2.418421837106558e-06,1.0250906859589592
1.0,1.3480896473763637e-06,1.007691945176194
1.0,2.938053559877055e-06,1.0520858072877084
1.0,2.528930968492262e-06,1.040123000105833
1.0,1.4349343533184194e-06,1.0458209395470721
1.03,2.659185851722507e-06,1.0308328556271527
1.03,2.9887762179984038e-06,1.0394395923630477
1.03,2.6117454754680105e-06,1.0249795156826516
1.03,1.8981398527207378e-06,1.0220365415180575
1.03,2.4746279788411656e-06,1.0298392416378361
1.03,1.55704758002542e-06,1.0121277456879867
1.03,2.5400362298300197e-06,1.0238904598048397
1.03,1.9356549460907204e-06,1.0187991844992998
1.03,2.99755130143108e-06,1.0405390135067063
1.03,1.7098095915435877e-06,1.0180740610614003
1.03,1.3208624697724179e-06,1.027742229619853
1.05,2.3266364104089416e-06,1.0225617116284973
1.05,1.957070450657388e-06,1.0357997863145534
1.05,2.3223073549326925e-06,1.0402386247915478
1.05,1.7652621002315534e-06,1.0354654087969826
1.05,2.359498527110904e-06,1.0465434826724431
1.05,2.3825204155918407e-06,1.0156752949849566
1.05,2.439304511577881e-06,1.0322139296413406
1.05,2.4341981059813505e-06,1.0295690280914185
1.05,1.8619965909885123e-06,1.0269812237057534
1.05,3.0434356781103654e-06,1.0274840958230167
1.05,1.3138659862982042e-06,1.0396275844123224
1.1,1.5587782577586015e-06,1.0203668209078416
1.1,1.6412636994341476e-06,1.029272765630366
1.1,1.756750308963349e-06,1.0146427888304372
1.1,1.8670869048965357e-06,1.0238148151540396
1.1,1.8680228935178974e-06,1.0159153372626932
1.1,2.0054772954563966e-06,1.0290004847888712
