H,V_Score,Energy,Energy_Variance
2.6,7.855144943069391e-07,-26.27186941814218,0.0005421708410315003
2.6,6.108400155080807e-08,-26.272442834683194,4.216269773824532e-05
2.6,7.529630492999637e-05,-72.05480535680114,0.3909305072026052
2.6,2.0215712072261918e-06,-72.07848423588177,0.010502684842578014
2.6,3.504400482798664e-05,-72.06659833686552,0.1820043540914714
2.6,3.4560712642954584e-05,-72.07337900117409,0.17952810883506606
