H,Magnetization,Magnetization_Error,Magnetization_Sq,Magnetization_Sq_Error,V_Score,Energy,Energy_Variance
0.0,-0.08444444444415747,0.0573568714243385,0.9940740740739928,0.004176271508516409,0.0003279944351012014,-161.7599999999868,8.582400000000522
0.88,-0.1615020576131594,0.05564529787451448,0.9553279479754041,0.0015806347352551504,8.862997005303586e-06,-169.84151922634496,0.2556632670861027
1.32,-0.01701646090535483,0.05462522839472605,0.8962373621907178,0.0028333620490988546,6.369820849248432e-05,-179.6572203072009,2.0559690367213506
2.2,0.5290534979423845,0.03556320044952717,0.6622212061169508,0.004808899894246661,8.702443776570347e-05,-212.04562130416295,3.91290986344428
2.31,-0.7874279835390957,0.0032812186741382186,0.6264217852969575,0.005032548427337663,4.7806437556517314e-05,-217.43627420986385,2.260218251990814
2.42,-0.029176954732510658,0.0435507794045175,0.5740659452319243,0.00523242320644846,0.0001297639904948679,-222.94803642885324,6.450026455552508
2.53,-0.19586419753086515,0.03838778953841738,0.4855296448712099,0.005949377520429688,0.00020239912377157158,-228.47995241242182,10.565859401816695
2.64,-0.6772839506172841,0.004407543811024927,0.4697485139460448,0.005791886752635931,8.45352429198511e-05,-235.10563353125715,4.672656718956354
2.76,0.6324279835390946,0.004694891937821717,0.41223695574861546,0.005757574672583143,9.210449916985616e-05,-242.25905123520684,5.405562205880625
2.87,-0.5654732510288066,0.005403794677092105,0.3355403139765279,0.005820802884321479,0.0001268522861403514,-249.14832902335186,7.8743416900335435
2.98,-0.49312757201646085,0.005608652930916765,0.26082507747802675,0.005334935804354588,0.00015213205436870802,-256.53291420537124,10.011679066665492
2.99,-0.4965637860082305,0.005340052727273,0.26317939338515467,0.0051819398328603996,0.00014829725570741952,-257.16954435237056,9.807813187625696
3.01,-0.47617283950617284,0.005625159164052601,0.24475435655133865,0.005189942739607212,0.00015092151854989154,-258.5959948910363,10.092406971839662
3.03,-0.47086419753086417,0.00588421534661924,0.24113600569018945,0.005371969560510768,0.00014991012587831077,-260.0227604414169,10.135698837764586
3.04,0.44283950617283935,0.006401251433560722,0.21843621399176946,0.00529097751762733,0.00016377834800254876,-260.6028393088137,11.122816498095098
3.07,-0.3832510288065843,0.0075992461580864125,0.17457603007671588,0.005413297684932851,0.0001946779472080803,-262.8179065761053,13.44703890966499
3.09,0.4212139917695473,0.006511693798001373,0.20043082863384643,0.005154695912735132,0.00016815568501168064,-264.1362841614685,11.73188189883907
3.2,0.001934156378600819,0.00862207552732325,0.03715693745872072,0.0019078651813431557,0.0002614109976723828,-271.4503335804636,19.262143499895497
3.9,0.0015843621399176957,0.006980473119586579,0.027528323934359597,0.0012726712552302598,0.00018110222827543096,-325.66564553555645,19.207360533413368
4.6,0.004362139917695472,0.005627945784966034,0.021016105268505815,0.0008642989482681112,0.0001302173925892858,-380.7926034623414,18.881913469825342
5.3,-0.006913580246913576,0.005071074378906202,0.017932225778590664,0.0007809917470973876,9.807899625482457e-05,-436.25271280439256,18.66604436921729
6.0,0.005082304526748973,0.005059956390733791,0.018293959254178732,0.0007138983419359336,7.50543729402418e-05,-492.21124643836157,18.18356637017603
