h_mean,v_score
0.1,7.61535405535978e-05
0.1,0.0005617925333688127
0.1,0.000583445622733232
0.1,0.0002739779024559427
0.1,0.00013511700675942313
0.1,0.0001892792303270094
0.1,0.00018801647754359855
0.1,0.00010279393833185756
0.1,0.00039741062999641013
0.1,0.00018508636069913505
0.1,4.663026843121704e-05
0.2,0.014186581458740964
0.2,8.314149509857525e-05
0.2,0.0007329897706609346
0.2,0.0009344337432286215
0.2,8.860259580373862e-05
0.2,9.711600471605934e-05
0.2,0.0011998421831069983
0.2,0.0005975339509035415
0.2,0.00014429582178956485
0.2,0.00018441257794008303
0.2,8.702467778621908e-05
0.4,0.00035651889898376536
0.4,0.019094665872397613
0.4,0.00047484489734272376
0.4,0.0001149868289776454
0.4,8.396126960921977e-05
0.4,0.00020249586859373965
0.4,0.006129622676117974
0.4,0.000285372082618391
0.4,0.0001363009632894387
0.4,0.00025109713196460156
0.4,0.0005252804543259421
0.6,0.00015813971061167607
0.6,0.0001006974541905247
0.6,0.00015571944949472607
0.6,3.114300092778528e-05
0.6,0.00014977904164282464
0.6,6.766118581778529e-05
0.6,0.00014931234459953608
0.6,4.997135711146708e-05
0.6,0.00010430326171454178
0.6,7.734030992561955e-05
0.6,0.0001683788480970419
0.8,3.6110249553418056e-05
0.8,2.373426373561543e-05
0.8,5.2324322658941234e-05
0.8,5.58089609347733e-05
0.8,3.594149309175041e-05
0.8,4.4904880887354266e-05
0.8,2.882741416179673e-05
0.8,4.0738956709171746e-05
0.8,3.169665596317518e-05
0.8,3.913264885923344e-05
0.8,4.412182815393049e-05
1.0,5.7743891180478784e-05
1.0,5.409799520027272e-05
1.0,3.6365028112797804e-05
1.0,3.635113568754256e-05
1.0,3.343725047074309e-05
1.0,4.1075149031930394e-05
1.0,3.9213730385385194e-05
1.0,3.3147058106754955e-05
1.0,3.76019047254391e-05
1.0,4.86912720259876e-05
1.0,3.661889679068576e-05
1.2,3.0637431554806015e-05
1.2,3.0452612209550415e-05
1.2,3.139770692453292e-05
1.2,2.4926202898968834e-05
1.2,2.690943141769943e-05
1.2,3.081792528238133e-05
1.2,3.3697684157152934e-05
1.2,3.4462086831708466e-05
1.2,3.24492322274229e-05
1.2,3.941270312284396e-05
1.2,2.5512736944927183e-05
2.0,4.555948290228241e-06
2.0,4.0624225933096655e-06
2.0,4.36466474542179e-06
2.0,4.089803989764114e-06
2.0,4.01153503588282e-06
2.0,4.428017553494256e-06
2.0,3.6015569243356325e-06
2.0,4.347542239743338e-06
2.0,3.732032221734956e-06
2.0,3.909477163205604e-06
2.0,3.61351503812738e-06
3.5,7.364783127891349e-07
3.5,8.287810952863731e-07
3.5,7.838128477944222e-07
3.5,7.893416097570765e-07
3.5,8.739688715307409e-07
3.5,8.887672460268616e-07
3.5,9.960901324896082e-07
3.5,7.436039533291213e-07
3.5,8.041240865862007e-07
3.5,8.153584210029863e-07
3.5,6.792374951982105e-07
5.0,4.287422350226516e-07
5.0,3.4343592073450815e-07
5.0,3.4909308941406496e-07
5.0,4.1298037555342784e-07
5.0,3.316408998271296e-07
5.0,4.209431358114642e-07
5.0,3.7325611919197467e-07
5.0,3.9119503161815595e-07
5.0,3.975295738203469e-07
5.0,4.033154119555818e-07
5.0,3.112495725235504e-07
