h_mean,v_score
0.1,0.00014096450317163951
0.1,0.0002558477423404371
0.1,0.0014972815690733861
0.1,0.0001325853506488395
0.1,0.0013784660658284888
0.1,0.0005268030844627153
0.1,0.0036913167052304
0.1,0.0003305528869811189
0.1,0.0007567885348468864
0.1,0.001128847448523455
0.1,4.1139103374189316e-05
0.2,0.00048400269642016116
0.2,0.00010284523565012225
0.2,0.00015878912222515212
0.2,0.00012516417469765165
0.2,0.00027785021404236256
0.2,0.0003068722085314222
0.2,0.00017886364816237528
0.2,0.00019801856893003145
0.2,0.0001991154306712379
0.2,0.00018863392843595657
0.2,5.645799093750951e-05
0.4,0.00012250659950525618
0.4,0.00011186869738666704
0.4,0.00014070667737397513
0.4,0.0001466972612545377
0.4,9.798338904671052e-05
0.4,0.0001676214027562248
0.4,9.81521497791999e-05
0.4,0.00014880347706037553
0.4,0.00014395771533877335
0.4,0.00014692275458335287
0.4,9.817428971091274e-05
0.6,1.6272946257371446e-05
0.6,2.038021237163099e-05
0.6,2.279185932175609e-05
0.6,2.2255313205792383e-05
0.6,1.6524786633111984e-05
0.6,1.493984384705033e-05
0.6,2.4638389069429455e-05
0.6,2.0990680356669525e-05
0.6,1.5423428979336053e-05
0.6,1.4007405135220815e-05
0.6,9.895371627454004e-06
0.8,3.011038561252798e-06
0.8,3.131081705371493e-06
0.8,4.4123214114379626e-06
0.8,3.797064541268333e-06
0.8,3.979751653296633e-06
0.8,2.619516535125502e-06
0.8,5.132172918238287e-06
0.8,5.476735683965138e-06
0.8,3.9369503927576915e-06
0.8,3.1643261095035366e-06
0.8,2.2540222117346454e-06
1.0,1.680600489999593e-06
1.0,1.854534559286968e-06
1.0,1.810054918097707e-06
1.0,1.380506087041593e-06
1.0,2.4189629334465576e-06
1.0,1.4486971681029694e-06
1.0,1.6218333327339173e-06
1.0,1.6247970182005692e-06
1.0,1.5915289979971642e-06
1.0,1.2021879405161927e-06
1.0,9.235043548586189e-07
1.2,1.0163860736934594e-06
1.2,1.2432064434853132e-06
1.2,1.1875896306892453e-06
1.2,8.926064453645457e-07
1.2,9.029843986958072e-07
1.2,9.6381186874253e-07
1.2,9.268013137362038e-07
1.2,8.882322874717578e-07
1.2,1.695992048177318e-06
1.2,7.29881744440431e-07
1.2,6.795502817073385e-07
2.0,3.9719831355607835e-07
2.0,3.8815621747461823e-07
2.0,3.979968673426775e-07
2.0,4.142696022208135e-07
2.0,4.0441996692203327e-07
2.0,3.810121632749668e-07
2.0,5.992711118273631e-07
2.0,4.06642154418353e-07
2.0,4.4072966010816737e-07
2.0,4.928743534529809e-07
2.0,3.536065078958891e-07
3.5,1.641116343796311e-07
3.5,1.902972479262307e-07
3.5,1.969287606363448e-07
3.5,1.84508534058083e-07
3.5,1.650094032057498e-07
3.5,1.9354681248971245e-07
3.5,1.8213381213767585e-07
3.5,1.7508546238149847e-07
3.5,2.2362740348694593e-07
3.5,1.6630559555870232e-07
3.5,1.51126769800053e-07
5.0,1.0805507108158746e-07
5.0,1.0270960232468717e-07
5.0,1.2197945410485017e-07
5.0,1.143879585531786e-07
5.0,1.0008553491605801e-07
5.0,1.019518958751983e-07
5.0,1.064999467717385e-07
5.0,1.1130801484500437e-07
5.0,1.2128362466381755e-07
5.0,8.967593596169339e-08
5.0,8.351976777751734e-08
